,Time-s,MFM-sig,MFM-flow
07.02.2023 ; 09:45:54,2094,2305,3.601111
07.02.2023 ; 09:45:56,2096,2295,3.584847
07.02.2023 ; 09:45:58,2098,2307,3.605346
07.02.2023 ; 09:46:00,2100,2303,3.598695
07.02.2023 ; 09:46:02,2102,2498,3.903291
07.02.2023 ; 09:46:04,2104,2366,3.69619
07.02.2023 ; 09:46:06,2106,2331,3.64178
07.02.2023 ; 09:46:08,2108,2319,3.623148
07.02.2023 ; 09:46:10,2110,2332,3.643786
07.02.2023 ; 09:46:12,2112,2318,3.621759
07.02.2023 ; 09:46:14,2114,2316,3.61829
07.02.2023 ; 09:46:16,2116,2304,3.59973
07.02.2023 ; 09:46:18,2118,0,0
07.02.2023 ; 09:46:20,2120,2618,4.090902
07.02.2023 ; 09:46:22,2122,2450,3.827999
07.02.2023 ; 09:46:24,2124,2377,3.713877
07.02.2023 ; 09:46:26,2126,2342,3.659235
07.02.2023 ; 09:46:28,2128,2336,3.649277
07.02.2023 ; 09:46:30,2130,2325,3.631776
07.02.2023 ; 09:46:32,2132,2319,3.624094
07.02.2023 ; 09:46:34,2134,2316,3.619153
07.02.2023 ; 09:46:36,2136,2317,3.620982
07.02.2023 ; 09:46:38,2138,2305,3.602327
07.02.2023 ; 09:46:40,2140,2313,3.613506
07.02.2023 ; 09:46:42,2142,2311,3.610986
07.02.2023 ; 09:46:44,2144,2310,3.60946
07.02.2023 ; 09:46:46,2146,2308,3.606652
07.02.2023 ; 09:46:48,2148,2318,3.622415
07.02.2023 ; 09:46:50,2150,2317,3.619904
07.02.2023 ; 09:46:52,2152,2309,3.607207
07.02.2023 ; 09:46:54,2154,2316,3.618348
07.02.2023 ; 09:46:56,2156,2314,3.616225
07.02.2023 ; 09:46:58,2158,2308,3.606991
07.02.2023 ; 09:47:00,2160,2313,3.614492
07.02.2023 ; 09:47:02,2162,2317,3.621068
07.02.2023 ; 09:47:04,2164,2322,3.627755
07.02.2023 ; 09:47:06,2166,2313,3.61333
07.02.2023 ; 09:47:08,2168,2309,3.607096
07.02.2023 ; 09:47:10,2170,2311,3.612264
07.02.2023 ; 09:47:12,2172,2306,3.603185
07.02.2023 ; 09:47:14,2174,2304,3.599978
07.02.2023 ; 09:47:16,2176,2306,3.603476
07.02.2023 ; 09:47:18,2178,2307,3.603945
07.02.2023 ; 09:47:20,2180,2313,3.614137
07.02.2023 ; 09:47:22,2182,2308,3.606472
07.02.2023 ; 09:47:24,2184,2308,3.606317
07.02.2023 ; 09:47:26,2186,2301,3.594941
07.02.2023 ; 09:47:28,2188,2312,3.613245
07.02.2023 ; 09:47:30,2190,2312,3.613084
07.02.2023 ; 09:47:32,2192,2303,3.598767
07.02.2023 ; 09:47:34,2194,2311,3.611225
07.02.2023 ; 09:47:36,2196,2310,3.608745
07.02.2023 ; 09:47:38,2198,2306,3.602656
07.02.2023 ; 09:47:40,2200,2311,3.6106
07.02.2023 ; 09:47:42,2202,2296,3.587497
07.02.2023 ; 09:47:44,2204,2303,3.598991
07.02.2023 ; 09:47:46,2206,2307,3.604668
07.02.2023 ; 09:47:48,2208,2311,3.611058
07.02.2023 ; 09:47:50,2210,2301,3.595144
07.02.2023 ; 09:47:52,2212,2294,3.583879
07.02.2023 ; 09:47:54,2214,2305,3.601975
07.02.2023 ; 09:47:56,2216,2313,3.613696
07.02.2023 ; 09:47:58,2218,2312,3.612603
07.02.2023 ; 09:48:00,2220,2318,3.620536
07.02.2023 ; 09:48:02,2222,2321,3.626671
07.02.2023 ; 09:48:04,2224,2319,3.623188
07.02.2023 ; 09:48:06,2226,2305,3.602288
07.02.2023 ; 09:48:08,2228,2319,3.623345
07.02.2023 ; 09:48:10,2230,2319,3.624078
07.02.2023 ; 09:48:12,2232,2308,3.605679
07.02.2023 ; 09:48:14,2234,2310,3.609664
07.02.2023 ; 09:48:16,2236,2309,3.608236
07.02.2023 ; 09:48:18,2238,2313,3.614369
07.02.2023 ; 09:48:20,2240,2313,3.614153
07.02.2023 ; 09:48:22,2242,2304,3.600781
07.02.2023 ; 09:48:24,2244,2321,3.626794
07.02.2023 ; 09:48:26,2246,2315,3.616722
07.02.2023 ; 09:48:28,2248,2317,3.620824
07.02.2023 ; 09:48:30,2250,2315,3.616867
07.02.2023 ; 09:48:32,2252,2296,3.58719
07.02.2023 ; 09:48:34,2254,2302,3.597548
07.02.2023 ; 09:48:36,2256,2307,3.605264
07.02.2023 ; 09:48:38,2258,2313,3.614088
07.02.2023 ; 09:48:40,2260,2315,3.61643
07.02.2023 ; 09:48:42,2262,2315,3.616926
07.02.2023 ; 09:48:44,2264,2313,3.614668
07.02.2023 ; 09:48:46,2266,2315,3.617171
07.02.2023 ; 09:48:48,2268,2302,3.596214
07.02.2023 ; 09:48:50,2270,2304,3.600376
07.02.2023 ; 09:48:52,2272,2308,3.605695
07.02.2023 ; 09:48:54,2274,2306,3.603326
07.02.2023 ; 09:48:56,2276,2310,3.610031
07.02.2023 ; 09:48:58,2278,2311,3.610924
07.02.2023 ; 09:49:00,2280,2319,3.623719
07.02.2023 ; 09:49:02,2282,2310,3.609796
07.02.2023 ; 09:49:04,2284,2310,3.609185
07.02.2023 ; 09:49:06,2286,2306,3.60306
07.02.2023 ; 09:49:08,2288,2305,3.600882
07.02.2023 ; 09:49:10,2290,2311,3.610356
07.02.2023 ; 09:49:12,2292,2312,3.612435
07.02.2023 ; 09:49:14,2294,2312,3.612385
07.02.2023 ; 09:49:16,2296,2305,3.600864
07.02.2023 ; 09:49:18,2298,2311,3.610331
07.02.2023 ; 09:49:20,2300,2316,3.619503
07.02.2023 ; 09:49:22,2302,2315,3.61736
07.02.2023 ; 09:49:24,2304,2314,3.614906
07.02.2023 ; 09:49:26,2306,2308,3.606029
07.02.2023 ; 09:49:28,2308,2314,3.6151
07.02.2023 ; 09:49:30,2310,2317,3.619889
07.02.2023 ; 09:49:32,2312,2309,3.608519
07.02.2023 ; 09:49:34,2314,2310,3.609249
07.02.2023 ; 09:49:36,2316,2320,3.625063
07.02.2023 ; 09:49:38,2318,2307,3.604953
07.02.2023 ; 09:49:40,2320,2310,3.609216
07.02.2023 ; 09:49:42,2322,2317,3.620591
07.02.2023 ; 09:49:44,2324,2316,3.619148
07.02.2023 ; 09:49:46,2326,2311,3.61059
07.02.2023 ; 09:49:48,2328,2308,3.606297
07.02.2023 ; 09:49:50,2330,2310,3.609013
07.02.2023 ; 09:49:52,2332,2317,3.619646
07.02.2023 ; 09:49:54,2334,2309,3.608039
07.02.2023 ; 09:49:56,2336,2308,3.606135
07.02.2023 ; 09:49:58,2338,2306,3.603059
07.02.2023 ; 09:50:00,2340,2299,3.592114
07.02.2023 ; 09:50:02,2342,2293,3.583052
07.02.2023 ; 09:50:04,2344,2311,3.610662
07.02.2023 ; 09:50:06,2346,2318,3.622536
07.02.2023 ; 09:50:08,2348,2305,3.602215
07.02.2023 ; 09:50:10,2350,2309,3.607482
07.02.2023 ; 09:50:12,2352,2304,3.599455
07.02.2023 ; 09:50:14,2354,2316,3.619161
07.02.2023 ; 09:50:16,2356,2316,3.618606
07.02.2023 ; 09:50:18,2358,2323,3.630144
07.02.2023 ; 09:50:20,2360,2303,3.599189
07.02.2023 ; 09:50:22,2362,2300,3.59301
07.02.2023 ; 09:50:24,2364,2302,3.596595
07.02.2023 ; 09:50:26,2366,2305,3.601385
07.02.2023 ; 09:50:28,2368,2305,3.601883
07.02.2023 ; 09:50:30,2370,2312,3.612871
07.02.2023 ; 09:50:32,2372,2310,3.60937
07.02.2023 ; 09:50:34,2374,2321,3.626958
07.02.2023 ; 09:50:36,2376,2316,3.618951
07.02.2023 ; 09:50:38,2378,2311,3.610674
07.02.2023 ; 09:50:40,2380,2315,3.617234
07.02.2023 ; 09:50:42,2382,2315,3.617671
07.02.2023 ; 09:50:44,2384,2308,3.606333
07.02.2023 ; 09:50:46,2386,2311,3.61119
07.02.2023 ; 09:50:48,2388,2308,3.606824
07.02.2023 ; 09:50:50,2390,2303,3.598904
07.02.2023 ; 09:50:52,2392,2309,3.60834
07.02.2023 ; 09:50:54,2394,2311,3.610228
07.02.2023 ; 09:50:56,2396,2316,3.618152
07.02.2023 ; 09:50:58,2398,2298,3.590784
07.02.2023 ; 09:51:00,2400,2313,3.613874
07.02.2023 ; 09:51:02,2402,2311,3.610812
07.02.2023 ; 09:51:04,2404,2305,3.602287
07.02.2023 ; 09:51:06,2406,2316,3.619288
07.02.2023 ; 09:51:08,2408,2327,3.637646
07.02.2023 ; 09:51:10,2410,2320,3.625511
07.02.2023 ; 09:51:12,2412,2317,3.619936
07.02.2023 ; 09:51:14,2414,2315,3.617536
07.02.2023 ; 09:51:16,2416,2312,3.612433
07.02.2023 ; 09:51:18,2418,2311,3.610729
07.02.2023 ; 09:51:20,2420,2307,3.604803
07.02.2023 ; 09:51:22,2422,2308,3.605764
07.02.2023 ; 09:51:24,2424,2308,3.605775
07.02.2023 ; 09:51:26,2426,2311,3.611161
07.02.2023 ; 09:51:28,2428,2308,3.607451
07.02.2023 ; 09:51:30,2430,2307,3.605378
07.02.2023 ; 09:51:32,2432,2310,3.609511
07.02.2023 ; 09:51:34,2434,2311,3.61038
07.02.2023 ; 09:51:36,2436,2305,3.600908
07.02.2023 ; 09:51:38,2438,2300,3.593672
07.02.2023 ; 09:51:40,2440,2303,3.598427
07.02.2023 ; 09:51:42,2442,2308,3.607256
07.02.2023 ; 09:51:44,2444,2308,3.606644
07.02.2023 ; 09:51:46,2446,2309,3.608038
07.02.2023 ; 09:51:48,2448,2305,3.601481
07.02.2023 ; 09:51:50,2450,2311,3.610957
07.02.2023 ; 09:51:52,2452,2303,3.598954
07.02.2023 ; 09:51:54,2454,2303,3.598523
07.02.2023 ; 09:51:56,2456,2306,3.602535
07.02.2023 ; 09:51:58,2458,2309,3.608097
07.02.2023 ; 09:52:00,2460,2309,3.607888
07.02.2023 ; 09:52:02,2462,2309,3.608287
07.02.2023 ; 09:52:04,2464,2314,3.61628
07.02.2023 ; 09:52:06,2466,2312,3.612169
07.02.2023 ; 09:52:08,2468,2303,3.59907
07.02.2023 ; 09:52:10,2470,2316,3.618112
07.02.2023 ; 09:52:12,2472,2310,3.610115
07.02.2023 ; 09:52:14,2474,2309,3.608397
07.02.2023 ; 09:52:16,2476,2314,3.614935
07.02.2023 ; 09:52:18,2478,2305,3.601957
07.02.2023 ; 09:52:20,2480,2300,3.593736
07.02.2023 ; 09:52:22,2482,2311,3.611079
07.02.2023 ; 09:52:24,2484,2308,3.606749
07.02.2023 ; 09:52:26,2486,2302,3.596422
07.02.2023 ; 09:52:28,2488,2315,3.617722
07.02.2023 ; 09:52:30,2490,2297,3.589665
07.02.2023 ; 09:52:32,2492,2301,3.595856
07.02.2023 ; 09:52:34,2494,2303,3.598373
07.02.2023 ; 09:52:36,2496,2312,3.612581
07.02.2023 ; 09:52:38,2498,2309,3.607152
07.02.2023 ; 09:52:40,2500,2329,3.639312
07.02.2023 ; 09:52:42,2502,2310,3.609791
07.02.2023 ; 09:52:44,2504,2309,3.60776
07.02.2023 ; 09:52:46,2506,2315,3.616642
07.02.2023 ; 09:52:48,2508,2312,3.612743
07.02.2023 ; 09:52:50,2510,2306,3.602422
07.02.2023 ; 09:52:52,2512,2310,3.608503
07.02.2023 ; 09:52:54,2514,2312,3.612936
07.02.2023 ; 09:52:56,2516,2304,3.599262
07.02.2023 ; 09:52:58,2518,2307,3.604166
07.02.2023 ; 09:53:00,2520,2311,3.610597
07.02.2023 ; 09:53:02,2522,2309,3.608171
07.02.2023 ; 09:53:04,2524,2304,3.59967
07.02.2023 ; 09:53:06,2526,2308,3.606832
07.02.2023 ; 09:53:08,2528,2306,3.603292
07.02.2023 ; 09:53:10,2530,2307,3.604789
07.02.2023 ; 09:53:12,2532,2315,3.617181
07.02.2023 ; 09:53:14,2534,2315,3.617221
07.02.2023 ; 09:53:16,2536,2318,3.62232
07.02.2023 ; 09:53:18,2538,2324,3.631292
07.02.2023 ; 09:53:20,2540,2314,3.61491
07.02.2023 ; 09:53:22,2542,2311,3.611509
07.02.2023 ; 09:53:24,2544,2299,3.592432
07.02.2023 ; 09:53:26,2546,2305,3.601086
07.02.2023 ; 09:53:28,2548,2314,3.616346
07.02.2023 ; 09:53:30,2550,2309,3.607611
07.02.2023 ; 09:53:32,2552,2307,3.605034
07.02.2023 ; 09:53:34,2554,2311,3.6108
07.02.2023 ; 09:53:36,2556,2303,3.599212
07.02.2023 ; 09:53:38,2558,2315,3.617725
07.02.2023 ; 09:53:40,2560,2314,3.616204
07.02.2023 ; 09:53:42,2562,2302,3.597332
07.02.2023 ; 09:53:44,2564,2303,3.598561
07.02.2023 ; 09:53:46,2566,2301,3.595914
07.02.2023 ; 09:53:48,2568,2305,3.601834
07.02.2023 ; 09:53:50,2570,2302,3.59708
07.02.2023 ; 09:53:52,2572,2315,3.617507
07.02.2023 ; 09:53:54,2574,2303,3.599161
07.02.2023 ; 09:53:56,2576,2311,3.611288
07.02.2023 ; 09:53:58,2578,2319,3.623087
07.02.2023 ; 09:54:00,2580,2310,3.6089
07.02.2023 ; 09:54:02,2582,2313,3.614931
07.02.2023 ; 09:54:04,2584,2315,3.616645
07.02.2023 ; 09:54:06,2586,2309,3.607083
07.02.2023 ; 09:54:08,2588,2310,3.6099
07.02.2023 ; 09:54:10,2590,2310,3.609423
07.02.2023 ; 09:54:12,2592,2304,3.599556
07.02.2023 ; 09:54:14,2594,2305,3.602205
07.02.2023 ; 09:54:16,2596,2315,3.61795
07.02.2023 ; 09:54:18,2598,2298,3.589935
07.02.2023 ; 09:54:20,2600,2304,3.599968
07.02.2023 ; 09:54:22,2602,2307,3.604789
07.02.2023 ; 09:54:24,2604,2328,3.637875
07.02.2023 ; 09:54:26,2606,2325,3.63291
07.02.2023 ; 09:54:28,2608,2313,3.614443
07.02.2023 ; 09:54:30,2610,2311,3.610247
07.02.2023 ; 09:54:32,2612,2308,3.60554
07.02.2023 ; 09:54:34,2614,2314,3.615595
07.02.2023 ; 09:54:36,2616,2301,3.595983
07.02.2023 ; 09:54:38,2618,2310,3.609812
07.02.2023 ; 09:54:40,2620,2309,3.608105
07.02.2023 ; 09:54:42,2622,2310,3.608669
07.02.2023 ; 09:54:44,2624,2315,3.617052
07.02.2023 ; 09:54:46,2626,2303,3.598293
07.02.2023 ; 09:54:48,2628,2316,3.618364
07.02.2023 ; 09:54:50,2630,2315,3.617211
07.02.2023 ; 09:54:52,2632,2311,3.611089
07.02.2023 ; 09:54:54,2634,2307,3.605402
07.02.2023 ; 09:54:56,2636,2309,3.607043
07.02.2023 ; 09:54:58,2638,2314,3.615354
07.02.2023 ; 09:55:00,2640,2306,3.602865
07.02.2023 ; 09:55:02,2642,2313,3.61444
07.02.2023 ; 09:55:04,2644,2309,3.608015
07.02.2023 ; 09:55:06,2646,2309,3.607398
07.02.2023 ; 09:55:08,2648,2309,3.607265
07.02.2023 ; 09:55:10,2650,2312,3.612253
07.02.2023 ; 09:55:12,2652,2310,3.609668
07.02.2023 ; 09:55:14,2654,2305,3.601036
07.02.2023 ; 09:55:16,2656,2312,3.611722
07.02.2023 ; 09:55:18,2658,2317,3.619874
07.02.2023 ; 09:55:20,2660,2315,3.617193
07.02.2023 ; 09:55:22,2662,2311,3.61171
07.02.2023 ; 09:55:24,2664,2311,3.610497
07.02.2023 ; 09:55:26,2666,2300,3.594208
07.02.2023 ; 09:55:28,2668,2306,3.602353
07.02.2023 ; 09:55:30,2670,2293,3.582534
07.02.2023 ; 09:55:32,2672,2299,3.591755
07.02.2023 ; 09:55:34,2674,2301,3.595932
07.02.2023 ; 09:55:36,2676,2311,3.610366
07.02.2023 ; 09:55:38,2678,2315,3.616659
07.02.2023 ; 09:55:40,2680,2315,3.617358
07.02.2023 ; 09:55:42,2682,2320,3.625574
07.02.2023 ; 09:55:44,2684,2315,3.617454
07.02.2023 ; 09:55:46,2686,2312,3.612236
07.02.2023 ; 09:55:48,2688,2300,3.594216
07.02.2023 ; 09:55:50,2690,2309,3.607729
07.02.2023 ; 09:55:52,2692,2309,3.607638
07.02.2023 ; 09:55:54,2694,2310,3.609605
07.02.2023 ; 09:55:56,2696,2304,3.599981
07.02.2023 ; 09:55:58,2698,2303,3.598362
07.02.2023 ; 09:56:00,2700,2314,3.614881
07.02.2023 ; 09:56:02,2702,2301,3.595334
07.02.2023 ; 09:56:04,2704,2306,3.602913
07.02.2023 ; 09:56:06,2706,2309,3.607697
07.02.2023 ; 09:56:08,2708,2311,3.611554
07.02.2023 ; 09:56:10,2710,2318,3.621119
07.02.2023 ; 09:56:12,2712,2312,3.612888
07.02.2023 ; 09:56:14,2714,2305,3.602014
07.02.2023 ; 09:56:16,2716,2307,3.605197
07.02.2023 ; 09:56:18,2718,2315,3.61734
07.02.2023 ; 09:56:20,2720,2305,3.601501
07.02.2023 ; 09:56:22,2722,2317,3.620568
07.02.2023 ; 09:56:24,2724,2314,3.615453
07.02.2023 ; 09:56:26,2726,2314,3.614875
07.02.2023 ; 09:56:28,2728,2317,3.620435
07.02.2023 ; 09:56:30,2730,2306,3.602873
07.02.2023 ; 09:56:32,2732,2317,3.620864
07.02.2023 ; 09:56:34,2734,2307,3.605259
07.02.2023 ; 09:56:36,2736,2300,3.593502
07.02.2023 ; 09:56:38,2738,2311,3.610177
07.02.2023 ; 09:56:40,2740,2319,3.624204
07.02.2023 ; 09:56:42,2742,2308,3.605677
07.02.2023 ; 09:56:44,2744,2306,3.603734
07.02.2023 ; 09:56:46,2746,2305,3.602258
07.02.2023 ; 09:56:48,2748,2310,3.60921
07.02.2023 ; 09:56:50,2750,2307,3.604791
07.02.2023 ; 09:56:52,2752,2308,3.606679
07.02.2023 ; 09:56:54,2754,2307,3.60499
07.02.2023 ; 09:56:56,2756,2312,3.612904
07.02.2023 ; 09:56:58,2758,2308,3.606618
07.02.2023 ; 09:57:00,2760,2308,3.605489
07.02.2023 ; 09:57:02,2762,2303,3.597848
07.02.2023 ; 09:57:04,2764,2311,3.611599
07.02.2023 ; 09:57:06,2766,2308,3.605831
07.02.2023 ; 09:57:08,2768,2313,3.614508
07.02.2023 ; 09:57:10,2770,2306,3.603324
07.02.2023 ; 09:57:12,2772,2307,3.603969
07.02.2023 ; 09:57:14,2774,2305,3.6011
07.02.2023 ; 09:57:16,2776,2306,3.603497
07.02.2023 ; 09:57:18,2778,2310,3.608676
07.02.2023 ; 09:57:20,2780,2304,3.600353
07.02.2023 ; 09:57:22,2782,2303,3.59807
07.02.2023 ; 09:57:24,2784,2304,3.600425
07.02.2023 ; 09:57:26,2786,2301,3.595188
07.02.2023 ; 09:57:28,2788,2312,3.611847
07.02.2023 ; 09:57:30,2790,2303,3.598243
07.02.2023 ; 09:57:32,2792,2314,3.615225
07.02.2023 ; 09:57:34,2794,2305,3.601726
07.02.2023 ; 09:57:36,2796,2303,3.598023
07.02.2023 ; 09:57:38,2798,2306,3.602814
07.02.2023 ; 09:57:40,2800,2310,3.609561
07.02.2023 ; 09:57:42,2802,2317,3.620609
07.02.2023 ; 09:57:44,2804,2314,3.616118
07.02.2023 ; 09:57:46,2806,2308,3.606823
07.02.2023 ; 09:57:48,2808,2305,3.601337
07.02.2023 ; 09:57:50,2810,2305,3.602207
07.02.2023 ; 09:57:52,2812,2306,3.602596
07.02.2023 ; 09:57:54,2814,2307,3.605023
07.02.2023 ; 09:57:56,2816,2306,3.603217
07.02.2023 ; 09:57:58,2818,2306,3.603083
07.02.2023 ; 09:58:00,2820,2308,3.605469
07.02.2023 ; 09:58:02,2822,2310,3.608758
07.02.2023 ; 09:58:04,2824,2317,3.620406
07.02.2023 ; 09:58:06,2826,2302,3.596538
07.02.2023 ; 09:58:08,2828,2317,3.620506
07.02.2023 ; 09:58:10,2830,2320,3.624782
07.02.2023 ; 09:58:12,2832,2311,3.610549
07.02.2023 ; 09:58:14,2834,2307,3.604283
07.02.2023 ; 09:58:16,2836,2317,3.620658
07.02.2023 ; 09:58:18,2838,2315,3.616622
07.02.2023 ; 09:58:20,2840,2311,3.611484
07.02.2023 ; 09:58:22,2842,2322,3.628126
07.02.2023 ; 09:58:24,2844,2323,3.629411
07.02.2023 ; 09:58:26,2846,2306,3.603612
07.02.2023 ; 09:58:28,2848,2317,3.619793
07.02.2023 ; 09:58:30,2850,2316,3.618023
07.02.2023 ; 09:58:32,2852,2317,3.620659
07.02.2023 ; 09:58:34,2854,2306,3.603135
07.02.2023 ; 09:58:36,2856,2301,3.595926
07.02.2023 ; 09:58:38,2858,2301,3.595917
07.02.2023 ; 09:58:40,2860,2319,3.624267
07.02.2023 ; 09:58:42,2862,2319,3.622782
07.02.2023 ; 09:58:44,2864,2318,3.622293
07.02.2023 ; 09:58:46,2866,2314,3.615832
07.02.2023 ; 09:58:48,2868,2312,3.612696
07.02.2023 ; 09:58:50,2870,2314,3.615555
07.02.2023 ; 09:58:52,2872,2290,3.578012
07.02.2023 ; 09:58:54,2874,2299,3.592548
07.02.2023 ; 09:58:56,2876,2304,3.600065
07.02.2023 ; 09:58:58,2878,2330,3.640309
07.02.2023 ; 09:59:00,2880,2347,3.667054
07.02.2023 ; 09:59:02,2882,2318,3.621149
07.02.2023 ; 09:59:04,2884,2315,3.616485
07.02.2023 ; 09:59:06,2886,2303,3.598793
07.02.2023 ; 09:59:08,2888,2310,3.608925
07.02.2023 ; 09:59:10,2890,2308,3.605336
07.02.2023 ; 09:59:12,2892,2309,3.608578
07.02.2023 ; 09:59:14,2894,2307,3.604883
07.02.2023 ; 09:59:16,2896,2309,3.608858
07.02.2023 ; 09:59:18,2898,2316,3.618268
07.02.2023 ; 09:59:20,2900,2304,3.600426
07.02.2023 ; 09:59:22,2902,2300,3.592987
07.02.2023 ; 09:59:24,2904,2295,3.586084
07.02.2023 ; 09:59:26,2906,2311,3.611878
07.02.2023 ; 09:59:28,2908,2298,3.59128
07.02.2023 ; 09:59:30,2910,2306,3.603048
07.02.2023 ; 09:59:32,2912,2314,3.61539
07.02.2023 ; 09:59:34,2914,2318,3.622121
07.02.2023 ; 09:59:36,2916,2323,3.628948
07.02.2023 ; 09:59:38,2918,2317,3.621041
07.02.2023 ; 09:59:40,2920,2313,3.61335
07.02.2023 ; 09:59:42,2922,2317,3.619841
07.02.2023 ; 09:59:44,2924,2309,3.607224
07.02.2023 ; 09:59:46,2926,2314,3.615552
07.02.2023 ; 09:59:48,2928,2304,3.60023
07.02.2023 ; 09:59:50,2930,2309,3.60837
07.02.2023 ; 09:59:52,2932,2305,3.602205
07.02.2023 ; 09:59:54,2934,2307,3.605435
07.02.2023 ; 09:59:56,2936,2311,3.610816
07.02.2023 ; 09:59:58,2938,2303,3.597998
07.02.2023 ; 10:00:00,2940,2309,3.608054
07.02.2023 ; 10:00:02,2942,2317,3.620749
07.02.2023 ; 10:00:04,2944,2309,3.608402
07.02.2023 ; 10:00:06,2946,2307,3.603739
07.02.2023 ; 10:00:08,2948,2311,3.611618
07.02.2023 ; 10:00:10,2950,2317,3.619777
07.02.2023 ; 10:00:12,2952,2305,3.601069
07.02.2023 ; 10:00:14,2954,2314,3.614949
07.02.2023 ; 10:00:16,2956,2310,3.610114
07.02.2023 ; 10:00:18,2958,2327,3.636498
07.02.2023 ; 10:00:20,2960,2316,3.618534
07.02.2023 ; 10:00:22,2962,2302,3.597096
07.02.2023 ; 10:00:24,2964,2312,3.613385
07.02.2023 ; 10:00:26,2966,2318,3.620654
07.02.2023 ; 10:00:28,2968,2311,3.611071
07.02.2023 ; 10:00:30,2970,2316,3.61915
07.02.2023 ; 10:00:32,2972,2314,3.615131
07.02.2023 ; 10:00:34,2974,2314,3.615699
07.02.2023 ; 10:00:36,2976,2313,3.614049
07.02.2023 ; 10:00:38,2978,2310,3.609869
07.02.2023 ; 10:00:40,2980,2317,3.620375
07.02.2023 ; 10:00:42,2982,2316,3.618509
07.02.2023 ; 10:00:44,2984,2310,3.609436
07.02.2023 ; 10:00:46,2986,2312,3.612089
07.02.2023 ; 10:00:48,2988,2314,3.615541
07.02.2023 ; 10:00:50,2990,2303,3.598972
07.02.2023 ; 10:00:52,2992,2302,3.597425
07.02.2023 ; 10:00:54,2994,2297,3.589482
07.02.2023 ; 10:00:56,2996,2312,3.612999
07.02.2023 ; 10:00:58,2998,2312,3.61172
07.02.2023 ; 10:01:00,3000,2307,3.605206
07.02.2023 ; 10:01:02,3002,2294,3.584442
07.02.2023 ; 10:01:04,3004,2302,3.596143
07.02.2023 ; 10:01:06,3006,2313,3.613417
07.02.2023 ; 10:01:08,3008,2315,3.616913
07.02.2023 ; 10:01:10,3010,2316,3.618028
07.02.2023 ; 10:01:12,3012,2326,3.634164
07.02.2023 ; 10:01:14,3014,2327,3.63581
07.02.2023 ; 10:01:16,3016,2328,3.637117
07.02.2023 ; 10:01:18,3018,2314,3.616004
07.02.2023 ; 10:01:20,3020,2320,3.625311
07.02.2023 ; 10:01:22,3022,2316,3.617859
07.02.2023 ; 10:01:24,3024,2318,3.622113
07.02.2023 ; 10:01:26,3026,2324,3.63168
07.02.2023 ; 10:01:28,3028,2319,3.623154
07.02.2023 ; 10:01:30,3030,2320,3.625726
07.02.2023 ; 10:01:32,3032,2317,3.61959
07.02.2023 ; 10:01:34,3034,2323,3.630093
07.02.2023 ; 10:01:36,3036,2312,3.612724
07.02.2023 ; 10:01:38,3038,2314,3.616153
07.02.2023 ; 10:01:40,3040,2312,3.613125
07.02.2023 ; 10:01:42,3042,2321,3.626178
07.02.2023 ; 10:01:44,3044,2321,3.626469
07.02.2023 ; 10:01:46,3046,2318,3.622261
07.02.2023 ; 10:01:48,3048,2315,3.616617
07.02.2023 ; 10:01:50,3050,2316,3.619387
07.02.2023 ; 10:01:52,3052,2322,3.6288
07.02.2023 ; 10:01:54,3054,2323,3.630122
07.02.2023 ; 10:01:56,3056,2325,3.633265
07.02.2023 ; 10:01:58,3058,2323,3.629977
07.02.2023 ; 10:02:00,3060,2326,3.635001
07.02.2023 ; 10:02:02,3062,2333,3.645686
07.02.2023 ; 10:02:04,3064,2324,3.630783
07.02.2023 ; 10:02:06,3066,2315,3.617331
07.02.2023 ; 10:02:08,3068,2326,3.635278
07.02.2023 ; 10:02:10,3070,2331,3.641665
07.02.2023 ; 10:02:12,3072,2314,3.615488
07.02.2023 ; 10:02:14,3074,2323,3.629291
07.02.2023 ; 10:02:16,3076,2317,3.619995
07.02.2023 ; 10:02:18,3078,2326,3.634012
07.02.2023 ; 10:02:20,3080,2326,3.634957
07.02.2023 ; 10:02:22,3082,2320,3.624373
07.02.2023 ; 10:02:24,3084,2320,3.624703
07.02.2023 ; 10:02:26,3086,2316,3.618725
07.02.2023 ; 10:02:28,3088,2315,3.618092
07.02.2023 ; 10:02:30,3090,2309,3.608199
07.02.2023 ; 10:02:32,3092,2313,3.613975
07.02.2023 ; 10:02:34,3094,2316,3.61892
07.02.2023 ; 10:02:36,3096,2315,3.616853
07.02.2023 ; 10:02:38,3098,2314,3.615553
07.02.2023 ; 10:02:40,3100,2312,3.611911
07.02.2023 ; 10:02:42,3102,2313,3.614044
07.02.2023 ; 10:02:44,3104,2313,3.614145
07.02.2023 ; 10:02:46,3106,2310,3.609304
07.02.2023 ; 10:02:48,3108,2593,4.051806
07.02.2023 ; 10:02:50,3110,2407,3.760188
07.02.2023 ; 10:02:52,3112,2345,3.664337
07.02.2023 ; 10:02:54,3114,2326,3.633769
07.02.2023 ; 10:02:56,3116,2311,3.61102
07.02.2023 ; 10:02:58,3118,2316,3.618953
07.02.2023 ; 10:03:00,3120,2298,3.59026
07.02.2023 ; 10:03:02,3122,2287,3.572904
07.02.2023 ; 10:03:04,3124,2314,3.61563
07.02.2023 ; 10:03:06,3126,2733,4.270929
