,Time-s,MFM-sig,MFM-flow
06.02.2023 ; 12:36:54,2086,2315,3.616667
06.02.2023 ; 12:36:56,2088,2318,3.621504
06.02.2023 ; 12:36:58,2090,2310,3.60967
06.02.2023 ; 12:37:00,2092,2310,3.609429
06.02.2023 ; 12:37:02,2094,2306,3.603878
06.02.2023 ; 12:37:04,2096,2311,3.610685
06.02.2023 ; 12:37:06,2098,2311,3.611144
06.02.2023 ; 12:37:08,2100,2307,3.60513
06.02.2023 ; 12:37:10,2102,2303,3.598691
06.02.2023 ; 12:37:12,2104,2303,3.598877
06.02.2023 ; 12:37:14,2106,2311,3.610574
06.02.2023 ; 12:37:16,2108,2307,3.605227
06.02.2023 ; 12:37:18,2110,2492,3.892573
06.02.2023 ; 12:37:20,2112,2374,3.709231
06.02.2023 ; 12:37:22,2114,2330,3.641253
06.02.2023 ; 12:37:24,2116,2313,3.613939
06.02.2023 ; 12:37:26,2118,2308,3.606994
06.02.2023 ; 12:37:28,2120,2318,3.622005
06.02.2023 ; 12:37:30,2122,2291,3.578149
06.02.2023 ; 12:37:32,2124,2298,3.590577
06.02.2023 ; 12:37:34,2126,696,1.087094
06.02.2023 ; 12:37:36,2128,2617,4.08949
06.02.2023 ; 12:37:38,2130,2470,3.859035
06.02.2023 ; 12:37:40,2132,2402,3.753014
06.02.2023 ; 12:37:42,2134,2359,3.686245
06.02.2023 ; 12:37:44,2136,2350,3.671957
06.02.2023 ; 12:37:46,2138,2345,3.664385
06.02.2023 ; 12:37:48,2140,2335,3.64836
06.02.2023 ; 12:37:50,2142,2318,3.622346
06.02.2023 ; 12:37:52,2144,2311,3.610761
06.02.2023 ; 12:37:54,2146,2301,3.594532
06.02.2023 ; 12:37:56,2148,2292,3.581986
06.02.2023 ; 12:37:58,2150,2299,3.592327
06.02.2023 ; 12:38:00,2152,2306,3.603218
06.02.2023 ; 12:38:02,2154,2310,3.609044
06.02.2023 ; 12:38:04,2156,2306,3.602647
06.02.2023 ; 12:38:06,2158,2331,3.641386
06.02.2023 ; 12:38:08,2160,2322,3.628243
06.02.2023 ; 12:38:10,2162,2317,3.62117
06.02.2023 ; 12:38:12,2164,2322,3.627443
06.02.2023 ; 12:38:14,2166,2323,3.629174
06.02.2023 ; 12:38:16,2168,2321,3.62636
06.02.2023 ; 12:38:18,2170,2328,3.637853
06.02.2023 ; 12:38:20,2172,2315,3.616532
06.02.2023 ; 12:38:22,2174,2312,3.612141
06.02.2023 ; 12:38:24,2176,2312,3.612422
06.02.2023 ; 12:38:26,2178,2315,3.617394
06.02.2023 ; 12:38:28,2180,2319,3.623571
06.02.2023 ; 12:38:30,2182,2317,3.620394
06.02.2023 ; 12:38:32,2184,2313,3.613311
06.02.2023 ; 12:38:34,2186,2326,3.633986
06.02.2023 ; 12:38:36,2188,2316,3.618227
06.02.2023 ; 12:38:38,2190,2314,3.615364
06.02.2023 ; 12:38:40,2192,2310,3.609292
06.02.2023 ; 12:38:42,2194,2305,3.601408
06.02.2023 ; 12:38:44,2196,2313,3.613856
06.02.2023 ; 12:38:46,2198,2310,3.609093
06.02.2023 ; 12:38:48,2200,2312,3.613167
06.02.2023 ; 12:38:50,2202,2316,3.618251
06.02.2023 ; 12:38:52,2204,2318,3.621862
06.02.2023 ; 12:38:54,2206,2304,3.600238
06.02.2023 ; 12:38:56,2208,2305,3.601501
06.02.2023 ; 12:38:58,2210,2305,3.601652
06.02.2023 ; 12:39:00,2212,2308,3.606352
06.02.2023 ; 12:39:02,2214,2310,3.609033
06.02.2023 ; 12:39:04,2216,2313,3.613333
06.02.2023 ; 12:39:06,2218,2307,3.603838
06.02.2023 ; 12:39:08,2220,2309,3.608541
06.02.2023 ; 12:39:10,2222,2300,3.593592
06.02.2023 ; 12:39:12,2224,2304,3.600512
06.02.2023 ; 12:39:14,2226,2304,3.5994
06.02.2023 ; 12:39:16,2228,2306,3.603026
06.02.2023 ; 12:39:18,2230,2295,3.586188
06.02.2023 ; 12:39:20,2232,2302,3.596347
06.02.2023 ; 12:39:22,2234,2321,3.626189
06.02.2023 ; 12:39:24,2236,2320,3.625423
06.02.2023 ; 12:39:26,2238,2305,3.600881
06.02.2023 ; 12:39:28,2240,2310,3.608871
06.02.2023 ; 12:39:30,2242,2307,3.604626
06.02.2023 ; 12:39:32,2244,2311,3.610926
06.02.2023 ; 12:39:34,2246,2311,3.611612
06.02.2023 ; 12:39:36,2248,2314,3.615128
06.02.2023 ; 12:39:38,2250,2309,3.607503
06.02.2023 ; 12:39:40,2252,2320,3.625662
06.02.2023 ; 12:39:42,2254,2315,3.616638
06.02.2023 ; 12:39:44,2256,2309,3.608196
06.02.2023 ; 12:39:46,2258,2311,3.61126
06.02.2023 ; 12:39:48,2260,2307,3.60426
06.02.2023 ; 12:39:50,2262,2318,3.621117
06.02.2023 ; 12:39:52,2264,2312,3.611916
06.02.2023 ; 12:39:54,2266,2315,3.617892
06.02.2023 ; 12:39:56,2268,2314,3.61569
06.02.2023 ; 12:39:58,2270,2313,3.613987
06.02.2023 ; 12:40:00,2272,2317,3.620903
06.02.2023 ; 12:40:02,2274,2318,3.622381
06.02.2023 ; 12:40:04,2276,2318,3.621769
06.02.2023 ; 12:40:06,2278,2314,3.616291
06.02.2023 ; 12:40:08,2280,2321,3.626749
06.02.2023 ; 12:40:10,2282,2318,3.622259
06.02.2023 ; 12:40:12,2284,2315,3.616511
06.02.2023 ; 12:40:14,2286,2320,3.625407
06.02.2023 ; 12:40:16,2288,2314,3.615976
06.02.2023 ; 12:40:18,2290,2315,3.6178
06.02.2023 ; 12:40:20,2292,2313,3.614231
06.02.2023 ; 12:40:22,2294,2304,3.599972
06.02.2023 ; 12:40:24,2296,2310,3.609476
06.02.2023 ; 12:40:26,2298,2314,3.615345
06.02.2023 ; 12:40:28,2300,2315,3.616639
06.02.2023 ; 12:40:30,2302,2314,3.615782
06.02.2023 ; 12:40:32,2304,2320,3.625269
06.02.2023 ; 12:40:34,2306,2312,3.612501
06.02.2023 ; 12:40:36,2308,2320,3.624715
06.02.2023 ; 12:40:38,2310,2318,3.621263
06.02.2023 ; 12:40:40,2312,2315,3.61732
06.02.2023 ; 12:40:42,2314,2318,3.622498
06.02.2023 ; 12:40:44,2316,2317,3.620538
06.02.2023 ; 12:40:46,2318,2312,3.612716
06.02.2023 ; 12:40:48,2320,2305,3.601091
06.02.2023 ; 12:40:50,2322,2293,3.582335
06.02.2023 ; 12:40:52,2324,2301,3.59459
06.02.2023 ; 12:40:54,2326,2312,3.612337
06.02.2023 ; 12:40:56,2328,2323,3.629544
06.02.2023 ; 12:40:58,2330,2338,3.653553
06.02.2023 ; 12:41:00,2332,2320,3.624735
06.02.2023 ; 12:41:02,2334,2312,3.613132
06.02.2023 ; 12:41:04,2336,2312,3.613003
06.02.2023 ; 12:41:06,2338,2312,3.612046
06.02.2023 ; 12:41:08,2340,2314,3.614912
06.02.2023 ; 12:41:10,2342,2315,3.616443
06.02.2023 ; 12:41:12,2344,2314,3.615983
06.02.2023 ; 12:41:14,2346,2308,3.606141
06.02.2023 ; 12:41:16,2348,2313,3.614811
06.02.2023 ; 12:41:18,2350,2319,3.623566
06.02.2023 ; 12:41:20,2352,2318,3.621766
06.02.2023 ; 12:41:22,2354,2318,3.621558
06.02.2023 ; 12:41:24,2356,2316,3.618667
06.02.2023 ; 12:41:26,2358,2324,3.630522
06.02.2023 ; 12:41:28,2360,2314,3.615105
06.02.2023 ; 12:41:30,2362,2320,3.624501
06.02.2023 ; 12:41:32,2364,2322,3.628114
06.02.2023 ; 12:41:34,2366,2315,3.617358
06.02.2023 ; 12:41:36,2368,2316,3.619289
06.02.2023 ; 12:41:38,2370,2312,3.613033
06.02.2023 ; 12:41:40,2372,2314,3.615436
06.02.2023 ; 12:41:42,2374,2319,3.623456
06.02.2023 ; 12:41:44,2376,2313,3.614221
06.02.2023 ; 12:41:46,2378,2311,3.611536
06.02.2023 ; 12:41:48,2380,2314,3.615324
06.02.2023 ; 12:41:50,2382,2314,3.616204
06.02.2023 ; 12:41:52,2384,2320,3.62559
06.02.2023 ; 12:41:54,2386,2310,3.609165
06.02.2023 ; 12:41:56,2388,2303,3.597953
06.02.2023 ; 12:41:58,2390,2318,3.62196
06.02.2023 ; 12:42:00,2392,2321,3.626201
06.02.2023 ; 12:42:02,2394,2305,3.601676
06.02.2023 ; 12:42:04,2396,2298,3.591376
06.02.2023 ; 12:42:06,2398,2294,3.584026
06.02.2023 ; 12:42:08,2400,2301,3.594629
06.02.2023 ; 12:42:10,2402,2312,3.612611
06.02.2023 ; 12:42:12,2404,2319,3.623075
06.02.2023 ; 12:42:14,2406,2327,3.635196
06.02.2023 ; 12:42:16,2408,2331,3.642713
06.02.2023 ; 12:42:18,2410,2323,3.629729
06.02.2023 ; 12:42:20,2412,2316,3.618795
06.02.2023 ; 12:42:22,2414,2313,3.614784
06.02.2023 ; 12:42:24,2416,2321,3.62684
06.02.2023 ; 12:42:26,2418,2316,3.618708
06.02.2023 ; 12:42:28,2420,2311,3.610798
06.02.2023 ; 12:42:30,2422,2312,3.61217
06.02.2023 ; 12:42:32,2424,2322,3.627573
06.02.2023 ; 12:42:34,2426,2323,3.629464
06.02.2023 ; 12:42:36,2428,2320,3.625211
06.02.2023 ; 12:42:38,2430,2323,3.629844
06.02.2023 ; 12:42:40,2432,2317,3.620683
06.02.2023 ; 12:42:42,2434,2309,3.607084
06.02.2023 ; 12:42:44,2436,2313,3.613513
06.02.2023 ; 12:42:46,2438,2316,3.619077
06.02.2023 ; 12:42:48,2440,2321,3.626201
06.02.2023 ; 12:42:50,2442,2303,3.598152
06.02.2023 ; 12:42:52,2444,2312,3.613103
06.02.2023 ; 12:42:54,2446,2322,3.62875
06.02.2023 ; 12:42:56,2448,2320,3.624975
06.02.2023 ; 12:42:58,2450,2316,3.618044
06.02.2023 ; 12:43:00,2452,2299,3.592942
06.02.2023 ; 12:43:02,2454,2310,3.610089
06.02.2023 ; 12:43:04,2456,2327,3.635919
06.02.2023 ; 12:43:06,2458,2320,3.6252
06.02.2023 ; 12:43:08,2460,2310,3.608694
06.02.2023 ; 12:43:10,2462,2310,3.609167
06.02.2023 ; 12:43:12,2464,2308,3.606056
06.02.2023 ; 12:43:14,2466,2308,3.606126
06.02.2023 ; 12:43:16,2468,2323,3.630373
06.02.2023 ; 12:43:18,2470,2319,3.624043
06.02.2023 ; 12:43:20,2472,2314,3.616005
06.02.2023 ; 12:43:22,2474,2308,3.606271
06.02.2023 ; 12:43:24,2476,2316,3.618598
06.02.2023 ; 12:43:26,2478,2331,3.642084
06.02.2023 ; 12:43:28,2480,2318,3.622131
06.02.2023 ; 12:43:30,2482,2313,3.614499
06.02.2023 ; 12:43:32,2484,2318,3.622345
06.02.2023 ; 12:43:34,2486,2319,3.62339
06.02.2023 ; 12:43:36,2488,2320,3.625062
06.02.2023 ; 12:43:38,2490,2314,3.6164
06.02.2023 ; 12:43:40,2492,2291,3.580109
06.02.2023 ; 12:43:42,2494,2304,3.600566
06.02.2023 ; 12:43:44,2496,2326,3.6339
06.02.2023 ; 12:43:46,2498,2321,3.626025
06.02.2023 ; 12:43:48,2500,2314,3.617
06.02.2023 ; 12:43:50,2502,2326,3.634493
06.02.2023 ; 12:43:52,2504,2316,3.618696
06.02.2023 ; 12:43:54,2506,2328,3.637829
06.02.2023 ; 12:43:56,2508,2336,3.649776
06.02.2023 ; 12:43:58,2510,2323,3.630324
06.02.2023 ; 12:44:00,2512,2316,3.6188
06.02.2023 ; 12:44:02,2514,2314,3.615261
06.02.2023 ; 12:44:04,2516,2312,3.612986
06.02.2023 ; 12:44:06,2518,2314,3.615938
06.02.2023 ; 12:44:08,2520,2317,3.620936
06.02.2023 ; 12:44:10,2522,2313,3.613417
06.02.2023 ; 12:44:12,2524,2313,3.614727
06.02.2023 ; 12:44:14,2526,2314,3.616133
06.02.2023 ; 12:44:16,2528,2317,3.620632
06.02.2023 ; 12:44:18,2530,2315,3.616597
06.02.2023 ; 12:44:20,2532,2319,3.623594
06.02.2023 ; 12:44:22,2534,2317,3.6212
06.02.2023 ; 12:44:24,2536,2313,3.614491
06.02.2023 ; 12:44:26,2538,2298,3.590276
06.02.2023 ; 12:44:28,2540,2303,3.598449
06.02.2023 ; 12:44:30,2542,2311,3.611622
06.02.2023 ; 12:44:32,2544,2312,3.61172
06.02.2023 ; 12:44:34,2546,2308,3.606694
06.02.2023 ; 12:44:36,2548,2313,3.61346
06.02.2023 ; 12:44:38,2550,2318,3.621534
06.02.2023 ; 12:44:40,2552,2315,3.617665
06.02.2023 ; 12:44:42,2554,2313,3.614653
06.02.2023 ; 12:44:44,2556,2318,3.621743
06.02.2023 ; 12:44:46,2558,2310,3.608778
06.02.2023 ; 12:44:48,2560,2303,3.598585
06.02.2023 ; 12:44:50,2562,2313,3.613796
06.02.2023 ; 12:44:52,2564,2319,3.623725
06.02.2023 ; 12:44:54,2566,2320,3.625039
06.02.2023 ; 12:44:56,2568,2317,3.620497
06.02.2023 ; 12:44:58,2570,2321,3.626043
06.02.2023 ; 12:45:00,2572,2323,3.630353
06.02.2023 ; 12:45:02,2574,2314,3.616053
06.02.2023 ; 12:45:04,2576,2318,3.621115
06.02.2023 ; 12:45:06,2578,2317,3.619937
06.02.2023 ; 12:45:08,2580,2316,3.618932
06.02.2023 ; 12:45:10,2582,2317,3.620028
06.02.2023 ; 12:45:12,2584,2312,3.61195
06.02.2023 ; 12:45:14,2586,2317,3.620745
06.02.2023 ; 12:45:16,2588,2322,3.62784
06.02.2023 ; 12:45:18,2590,2324,3.631621
06.02.2023 ; 12:45:20,2592,2321,3.627081
06.02.2023 ; 12:45:22,2594,2315,3.616524
06.02.2023 ; 12:45:24,2596,2312,3.612539
06.02.2023 ; 12:45:26,2598,2321,3.625982
06.02.2023 ; 12:45:28,2600,2319,3.623695
06.02.2023 ; 12:45:30,2602,2320,3.625559
06.02.2023 ; 12:45:32,2604,2316,3.618586
06.02.2023 ; 12:45:34,2606,2321,3.626884
06.02.2023 ; 12:45:36,2608,2316,3.619248
06.02.2023 ; 12:45:38,2610,2320,3.625185
06.02.2023 ; 12:45:40,2612,2321,3.627296
06.02.2023 ; 12:45:42,2614,2325,3.632823
06.02.2023 ; 12:45:44,2616,2317,3.620548
06.02.2023 ; 12:45:46,2618,2320,3.625894
06.02.2023 ; 12:45:48,2620,2321,3.626094
06.02.2023 ; 12:45:50,2622,2327,3.635206
06.02.2023 ; 12:45:52,2624,2323,3.629365
06.02.2023 ; 12:45:54,2626,2319,3.623981
06.02.2023 ; 12:45:56,2628,2314,3.61515
06.02.2023 ; 12:45:58,2630,2322,3.628463
06.02.2023 ; 12:46:00,2632,2315,3.617579
06.02.2023 ; 12:46:02,2634,2316,3.619439
06.02.2023 ; 12:46:04,2636,2317,3.619897
06.02.2023 ; 12:46:06,2638,2320,3.62509
06.02.2023 ; 12:46:08,2640,2313,3.614456
06.02.2023 ; 12:46:10,2642,2325,3.632132
06.02.2023 ; 12:46:12,2644,2320,3.625302
06.02.2023 ; 12:46:14,2646,2315,3.617774
06.02.2023 ; 12:46:16,2648,2283,3.567997
06.02.2023 ; 12:46:18,2650,2312,3.612768
06.02.2023 ; 12:46:20,2652,2319,3.622899
06.02.2023 ; 12:46:22,2654,2329,3.638425
06.02.2023 ; 12:46:24,2656,2336,3.649328
06.02.2023 ; 12:46:26,2658,2336,3.649483
06.02.2023 ; 12:46:28,2660,2319,3.623604
06.02.2023 ; 12:46:30,2662,2313,3.61378
06.02.2023 ; 12:46:32,2664,2320,3.625134
06.02.2023 ; 12:46:34,2666,2314,3.615284
06.02.2023 ; 12:46:36,2668,2338,3.653535
06.02.2023 ; 12:46:38,2670,2309,3.607285
06.02.2023 ; 12:46:40,2672,2303,3.598826
06.02.2023 ; 12:46:42,2674,2312,3.612461
06.02.2023 ; 12:46:44,2676,2317,3.620403
06.02.2023 ; 12:46:46,2678,2322,3.627983
06.02.2023 ; 12:46:48,2680,2331,3.641564
06.02.2023 ; 12:46:50,2682,2315,3.616861
06.02.2023 ; 12:46:52,2684,2328,3.637345
06.02.2023 ; 12:46:54,2686,2324,3.631165
06.02.2023 ; 12:46:56,2688,2321,3.626319
06.02.2023 ; 12:46:58,2690,2318,3.622508
06.02.2023 ; 12:47:00,2692,2319,3.62388
06.02.2023 ; 12:47:02,2694,2313,3.61421
06.02.2023 ; 12:47:04,2696,2314,3.616118
06.02.2023 ; 12:47:06,2698,2318,3.62112
06.02.2023 ; 12:47:08,2700,2313,3.614561
06.02.2023 ; 12:47:10,2702,2313,3.61343
06.02.2023 ; 12:47:12,2704,2313,3.614411
06.02.2023 ; 12:47:14,2706,2318,3.621453
06.02.2023 ; 12:47:16,2708,2319,3.62353
06.02.2023 ; 12:47:18,2710,2320,3.625413
06.02.2023 ; 12:47:20,2712,2319,3.622741
06.02.2023 ; 12:47:22,2714,2320,3.625212
06.02.2023 ; 12:47:24,2716,2318,3.622131
06.02.2023 ; 12:47:26,2718,2318,3.621817
06.02.2023 ; 12:47:28,2720,2320,3.624495
06.02.2023 ; 12:47:30,2722,2322,3.627656
06.02.2023 ; 12:47:32,2724,2316,3.619385
06.02.2023 ; 12:47:34,2726,2323,3.629452
06.02.2023 ; 12:47:36,2728,2320,3.624331
06.02.2023 ; 12:47:38,2730,2310,3.609535
06.02.2023 ; 12:47:40,2732,2317,3.621012
06.02.2023 ; 12:47:42,2734,2315,3.616612
06.02.2023 ; 12:47:44,2736,2320,3.624295
06.02.2023 ; 12:47:46,2738,2314,3.615956
06.02.2023 ; 12:47:48,2740,2312,3.613143
06.02.2023 ; 12:47:50,2742,2307,3.605157
06.02.2023 ; 12:47:52,2744,2318,3.622366
06.02.2023 ; 12:47:54,2746,2315,3.617954
06.02.2023 ; 12:47:56,2748,2332,3.644391
06.02.2023 ; 12:47:58,2750,2319,3.624012
06.02.2023 ; 12:48:00,2752,2325,3.633449
06.02.2023 ; 12:48:02,2754,2327,3.635279
06.02.2023 ; 12:48:04,2756,2325,3.632503
06.02.2023 ; 12:48:06,2758,2311,3.610527
06.02.2023 ; 12:48:08,2760,2312,3.613196
06.02.2023 ; 12:48:10,2762,2313,3.614422
06.02.2023 ; 12:48:12,2764,2321,3.626218
06.02.2023 ; 12:48:14,2766,2317,3.620672
06.02.2023 ; 12:48:16,2768,2330,3.639998
06.02.2023 ; 12:48:18,2770,2316,3.618323
06.02.2023 ; 12:48:20,2772,2338,3.652553
06.02.2023 ; 12:48:22,2774,2326,3.634923
06.02.2023 ; 12:48:24,2776,2318,3.622576
06.02.2023 ; 12:48:26,2778,2317,3.62048
06.02.2023 ; 12:48:28,2780,2295,3.585744
06.02.2023 ; 12:48:30,2782,2297,3.589669
06.02.2023 ; 12:48:32,2784,2312,3.612032
06.02.2023 ; 12:48:34,2786,2326,3.635077
06.02.2023 ; 12:48:36,2788,2337,3.652323
06.02.2023 ; 12:48:38,2790,2323,3.628907
06.02.2023 ; 12:48:40,2792,2320,3.625614
06.02.2023 ; 12:48:42,2794,2317,3.620707
06.02.2023 ; 12:48:44,2796,2331,3.642329
06.02.2023 ; 12:48:46,2798,2315,3.617309
06.02.2023 ; 12:48:48,2800,2319,3.623142
06.02.2023 ; 12:48:50,2802,2321,3.627018
06.02.2023 ; 12:48:52,2804,2321,3.626824
06.02.2023 ; 12:48:54,2806,2318,3.622154
06.02.2023 ; 12:48:56,2808,2319,3.62375
06.02.2023 ; 12:48:58,2810,2315,3.617361
06.02.2023 ; 12:49:00,2812,2322,3.627297
06.02.2023 ; 12:49:02,2814,2321,3.62636
06.02.2023 ; 12:49:04,2816,2315,3.617416
06.02.2023 ; 12:49:06,2818,2322,3.627836
06.02.2023 ; 12:49:08,2820,2320,3.625756
06.02.2023 ; 12:49:10,2822,2319,3.623027
06.02.2023 ; 12:49:12,2824,2326,3.634699
06.02.2023 ; 12:49:14,2826,2319,3.622712
06.02.2023 ; 12:49:16,2828,2320,3.625382
06.02.2023 ; 12:49:18,2830,2319,3.623274
06.02.2023 ; 12:49:20,2832,2315,3.616467
06.02.2023 ; 12:49:22,2834,2320,3.625757
06.02.2023 ; 12:49:24,2836,2321,3.626564
06.02.2023 ; 12:49:26,2838,2320,3.624851
06.02.2023 ; 12:49:28,2840,2323,3.629263
06.02.2023 ; 12:49:30,2842,2315,3.617518
06.02.2023 ; 12:49:32,2844,2318,3.622329
06.02.2023 ; 12:49:34,2846,2321,3.627123
06.02.2023 ; 12:49:36,2848,2327,3.636592
06.02.2023 ; 12:49:38,2850,2317,3.620123
06.02.2023 ; 12:49:40,2852,2318,3.621929
06.02.2023 ; 12:49:42,2854,2320,3.62458
06.02.2023 ; 12:49:44,2856,2320,3.625485
06.02.2023 ; 12:49:46,2858,2311,3.611579
06.02.2023 ; 12:49:48,2860,2322,3.627402
06.02.2023 ; 12:49:50,2862,2331,3.641543
06.02.2023 ; 12:49:52,2864,2331,3.641446
06.02.2023 ; 12:49:54,2866,2328,3.637556
06.02.2023 ; 12:49:56,2868,2317,3.620511
06.02.2023 ; 12:49:58,2870,2327,3.635746
06.02.2023 ; 12:50:00,2872,2322,3.628119
06.02.2023 ; 12:50:02,2874,2320,3.625428
06.02.2023 ; 12:50:04,2876,2322,3.628862
06.02.2023 ; 12:50:06,2878,2327,3.635171
06.02.2023 ; 12:50:08,2880,2324,3.630888
06.02.2023 ; 12:50:10,2882,2321,3.626229
06.02.2023 ; 12:50:12,2884,2326,3.634567
06.02.2023 ; 12:50:14,2886,2325,3.633063
06.02.2023 ; 12:50:16,2888,2317,3.620107
06.02.2023 ; 12:50:18,2890,2318,3.62176
06.02.2023 ; 12:50:20,2892,2325,3.632315
06.02.2023 ; 12:50:22,2894,2330,3.640013
06.02.2023 ; 12:50:24,2896,2323,3.630418
06.02.2023 ; 12:50:26,2898,2327,3.635517
06.02.2023 ; 12:50:28,2900,2319,3.6239
06.02.2023 ; 12:50:30,2902,2318,3.621341
06.02.2023 ; 12:50:32,2904,2320,3.625294
06.02.2023 ; 12:50:34,2906,2329,3.638709
06.02.2023 ; 12:50:36,2908,2327,3.635912
06.02.2023 ; 12:50:38,2910,2330,3.641173
06.02.2023 ; 12:50:40,2912,2319,3.623001
06.02.2023 ; 12:50:42,2914,2322,3.627917
06.02.2023 ; 12:50:44,2916,2327,3.635368
06.02.2023 ; 12:50:46,2918,2321,3.626866
06.02.2023 ; 12:50:48,2920,2325,3.632869
06.02.2023 ; 12:50:50,2922,2320,3.624651
06.02.2023 ; 12:50:52,2924,2320,3.625189
06.02.2023 ; 12:50:54,2926,2318,3.622135
06.02.2023 ; 12:50:56,2928,2322,3.627379
06.02.2023 ; 12:50:58,2930,2324,3.631748
06.02.2023 ; 12:51:00,2932,2316,3.619433
06.02.2023 ; 12:51:02,2934,2322,3.628362
06.02.2023 ; 12:51:04,2936,2322,3.627431
06.02.2023 ; 12:51:06,2938,2314,3.61506
06.02.2023 ; 12:51:08,2940,2311,3.610362
06.02.2023 ; 12:51:10,2942,2312,3.611982
06.02.2023 ; 12:51:12,2944,2315,3.617171
06.02.2023 ; 12:51:14,2946,2343,3.660254
06.02.2023 ; 12:51:16,2948,2321,3.626895
06.02.2023 ; 12:51:18,2950,2335,3.649379
06.02.2023 ; 12:51:20,2952,2324,3.630997
06.02.2023 ; 12:51:22,2954,2323,3.630171
06.02.2023 ; 12:51:24,2956,2329,3.638763
06.02.2023 ; 12:51:26,2958,2329,3.639259
06.02.2023 ; 12:51:28,2960,2327,3.6355
06.02.2023 ; 12:51:30,2962,2325,3.632418
06.02.2023 ; 12:51:32,2964,2325,3.632703
06.02.2023 ; 12:51:34,2966,2321,3.626066
06.02.2023 ; 12:51:36,2968,2321,3.627021
06.02.2023 ; 12:51:38,2970,2295,3.586019
06.02.2023 ; 12:51:40,2972,2307,3.605227
06.02.2023 ; 12:51:42,2974,2314,3.61532
06.02.2023 ; 12:51:44,2976,2332,3.644498
06.02.2023 ; 12:51:46,2978,2341,3.657967
06.02.2023 ; 12:51:48,2980,2334,3.647634
06.02.2023 ; 12:51:50,2982,2324,3.631394
06.02.2023 ; 12:51:52,2984,2325,3.632679
06.02.2023 ; 12:51:54,2986,2317,3.620038
06.02.2023 ; 12:51:56,2988,2323,3.629878
06.02.2023 ; 12:51:58,2990,2316,3.618782
06.02.2023 ; 12:52:00,2992,2316,3.618815
06.02.2023 ; 12:52:02,2994,2331,3.642647
06.02.2023 ; 12:52:04,2996,2324,3.631188
06.02.2023 ; 12:52:06,2998,2322,3.62869
06.02.2023 ; 12:52:08,3000,2322,3.627571
06.02.2023 ; 12:52:10,3002,2324,3.631444
06.02.2023 ; 12:52:12,3004,2320,3.625578
06.02.2023 ; 12:52:14,3006,2323,3.629353
06.02.2023 ; 12:52:16,3008,2319,3.624168
06.02.2023 ; 12:52:18,3010,2300,3.592993
06.02.2023 ; 12:52:20,3012,2315,3.616529
06.02.2023 ; 12:52:22,3014,2314,3.616108
06.02.2023 ; 12:52:24,3016,2323,3.629512
06.02.2023 ; 12:52:26,3018,2314,3.615867
06.02.2023 ; 12:52:28,3020,2355,3.679835
06.02.2023 ; 12:52:30,3022,2337,3.650384
06.02.2023 ; 12:52:32,3024,2332,3.64325
06.02.2023 ; 12:52:34,3026,2338,3.652443
06.02.2023 ; 12:52:36,3028,2344,3.662613
06.02.2023 ; 12:52:38,3030,2339,3.655143
06.02.2023 ; 12:52:40,3032,2344,3.66222
06.02.2023 ; 12:52:42,3034,2344,3.661873
06.02.2023 ; 12:52:44,3036,2337,3.652148
06.02.2023 ; 12:52:46,3038,2345,3.664117
06.02.2023 ; 12:52:48,3040,2306,3.602367
06.02.2023 ; 12:52:50,3042,2322,3.627768
06.02.2023 ; 12:52:52,3044,2353,3.676013
06.02.2023 ; 12:52:54,3046,2349,3.670879
06.02.2023 ; 12:52:56,3048,2344,3.662163
06.02.2023 ; 12:52:58,3050,2345,3.663746
06.02.2023 ; 12:53:00,3052,2345,3.663661
06.02.2023 ; 12:53:02,3054,2344,3.661948
06.02.2023 ; 12:53:04,3056,2332,3.643754
06.02.2023 ; 12:53:06,3058,2339,3.654992
06.02.2023 ; 12:53:08,3060,2339,3.654481
06.02.2023 ; 12:53:10,3062,2335,3.648527
06.02.2023 ; 12:53:12,3064,2330,3.64092
06.02.2023 ; 12:53:14,3066,2332,3.64432
06.02.2023 ; 12:53:16,3068,2334,3.647019
06.02.2023 ; 12:53:18,3070,2340,3.655809
06.02.2023 ; 12:53:20,3072,2336,3.64964
06.02.2023 ; 12:53:22,3074,2335,3.648106
06.02.2023 ; 12:53:24,3076,2340,3.6561
06.02.2023 ; 12:53:26,3078,2342,3.6593
06.02.2023 ; 12:53:28,3080,2333,3.646025
06.02.2023 ; 12:53:30,3082,2327,3.636631
06.02.2023 ; 12:53:32,3084,2336,3.649226
06.02.2023 ; 12:53:34,3086,2331,3.64286
06.02.2023 ; 12:53:36,3088,2333,3.644888
06.02.2023 ; 12:53:38,3090,2335,3.647984
06.02.2023 ; 12:53:40,3092,2333,3.645895
06.02.2023 ; 12:53:42,3094,2329,3.638583
06.02.2023 ; 12:53:44,3096,2326,3.633989
06.02.2023 ; 12:53:46,3098,2326,3.634718
06.02.2023 ; 12:53:48,3100,2321,3.626627
06.02.2023 ; 12:53:50,3102,2326,3.63492
06.02.2023 ; 12:53:52,3104,2329,3.639468
06.02.2023 ; 12:53:54,3106,2326,3.633865
06.02.2023 ; 12:53:56,3108,2321,3.626794
06.02.2023 ; 12:53:58,3110,2328,3.636909
06.02.2023 ; 12:54:00,3112,2329,3.63841
06.02.2023 ; 12:54:02,3114,2328,3.637963
06.02.2023 ; 12:54:04,3116,2639,4.123355
06.02.2023 ; 12:54:06,3118,2427,3.791494
