,Time-s,MFM-sig,MFM-flow
30.01.2023 ; 23:54:38,278444,18,0.02799777
30.01.2023 ; 23:54:38,278446,18,0.02799777
30.01.2023 ; 23:54:38,278448,18,0.02799777
30.01.2023 ; 23:54:38,278450,18,0.02799777
30.01.2023 ; 23:54:39,278452,22,0.03435745
30.01.2023 ; 23:54:39,278454,23,0.03435745
30.01.2023 ; 23:54:40,278456,20,0.03171506
30.01.2023 ; 23:54:40,278458,19,0.02891478
30.01.2023 ; 23:54:40,278460,19,0.02891478
30.01.2023 ; 23:54:40,278462,19,0.02891478
30.01.2023 ; 23:54:40,278464,19,0.02891478
30.01.2023 ; 23:54:41,278466,22,0.03455058
30.01.2023 ; 23:54:41,278468,19,0.03000268
30.01.2023 ; 23:54:42,278470,20,0.03159393
30.01.2023 ; 23:54:42,278472,13,0.02081997
30.01.2023 ; 23:54:42,278474,13,0.02081997
30.01.2023 ; 23:54:42,278476,13,0.02081997
30.01.2023 ; 23:54:42,278478,13,0.02081997
30.01.2023 ; 23:54:43,278480,28,0.0442322
30.01.2023 ; 23:54:43,278482,22,0.03382146
30.01.2023 ; 23:54:44,278484,16,0.02544514
30.01.2023 ; 23:54:44,278486,16,0.02544514
30.01.2023 ; 23:54:44,278488,16,0.02544514
30.01.2023 ; 23:54:44,278490,16,0.02544514
30.01.2023 ; 23:54:44,278492,16,0.02544514
30.01.2023 ; 23:54:45,278494,23,0.03616852
30.01.2023 ; 23:54:45,278496,18,0.02760489
30.01.2023 ; 23:54:46,278498,21,0.03231118
30.01.2023 ; 23:54:46,278500,18,0.02795475
30.01.2023 ; 23:54:46,278502,18,0.02795475
30.01.2023 ; 23:54:46,278504,18,0.02795475
30.01.2023 ; 23:54:46,278506,18,0.02795475
30.01.2023 ; 23:54:47,278508,21,0.03344228
30.01.2023 ; 23:54:47,278510,21,0.03250266
30.01.2023 ; 23:54:48,278512,19,0.02979211
30.01.2023 ; 23:54:48,278514,24,0.03795693
30.01.2023 ; 23:54:48,278516,24,0.03795693
30.01.2023 ; 23:54:48,278518,24,0.03795693
30.01.2023 ; 23:54:48,278520,24,0.03795693
30.01.2023 ; 23:54:49,278522,18,0.02817189
30.01.2023 ; 23:54:49,278524,21,0.02817189
30.01.2023 ; 23:54:50,278526,23,0.03524673
30.01.2023 ; 23:54:50,278528,28,0.04336741
30.01.2023 ; 23:54:50,278530,28,0.04336741
30.01.2023 ; 23:54:50,278532,28,0.04336741
30.01.2023 ; 23:54:50,278534,28,0.04336741
30.01.2023 ; 23:54:51,278536,25,0.03924945
30.01.2023 ; 23:54:51,278538,18,0.02874263
30.01.2023 ; 23:54:52,278540,20,0.03078832
30.01.2023 ; 23:54:52,278542,22,0.03078832
30.01.2023 ; 23:54:52,278544,22,0.03078832
30.01.2023 ; 23:54:52,278546,22,0.03078832
30.01.2023 ; 23:54:52,278548,22,0.03078832
30.01.2023 ; 23:54:53,278550,13,0.02058926
30.01.2023 ; 23:54:53,278552,21,0.0327574
30.01.2023 ; 23:54:54,278554,28,0.04310948
30.01.2023 ; 23:54:54,278556,20,0.04310948
30.01.2023 ; 23:54:54,278558,20,0.04310948
30.01.2023 ; 23:54:54,278560,20,0.04310948
30.01.2023 ; 23:54:54,278562,20,0.04310948
30.01.2023 ; 23:54:55,278564,19,0.02931311
30.01.2023 ; 23:54:55,278566,22,0.03487057
30.01.2023 ; 23:54:56,278568,25,0.03950342
30.01.2023 ; 23:54:56,278570,23,0.03530625
30.01.2023 ; 23:54:56,278572,23,0.03530625
30.01.2023 ; 23:54:56,278574,23,0.03530625
30.01.2023 ; 23:54:56,278576,23,0.03530625
30.01.2023 ; 23:54:57,278578,23,0.03551023
30.01.2023 ; 23:54:57,278580,20,0.03092653
30.01.2023 ; 23:54:58,278582,22,0.03422789
30.01.2023 ; 23:54:58,278584,13,0.01972773
30.01.2023 ; 23:54:58,278586,13,0.01972773
30.01.2023 ; 23:54:58,278588,13,0.01972773
30.01.2023 ; 23:54:58,278590,13,0.01972773
30.01.2023 ; 23:54:59,278592,19,0.02925654
30.01.2023 ; 23:54:59,278594,25,0.02925654
30.01.2023 ; 23:55:00,278596,22,0.03416779
30.01.2023 ; 23:55:00,278598,20,0.03074417
30.01.2023 ; 23:55:00,278600,20,0.03074417
30.01.2023 ; 23:55:00,278602,20,0.03074417
30.01.2023 ; 23:55:00,278604,20,0.03074417
30.01.2023 ; 23:55:01,278606,27,0.04159655
30.01.2023 ; 23:55:01,278608,23,0.03644884
30.01.2023 ; 23:55:02,278610,19,0.02961344
30.01.2023 ; 23:55:02,278612,21,0.03258166
30.01.2023 ; 23:55:02,278614,21,0.03258166
30.01.2023 ; 23:55:02,278616,21,0.03258166
30.01.2023 ; 23:55:02,278618,21,0.03258166
30.01.2023 ; 23:55:03,278620,25,0.03947802
30.01.2023 ; 23:55:03,278622,18,0.02752175
30.01.2023 ; 23:55:04,278624,15,0.02405019
30.01.2023 ; 23:55:04,278626,24,0.02405019
30.01.2023 ; 23:55:04,278628,24,0.02405019
30.01.2023 ; 23:55:04,278630,24,0.02405019
30.01.2023 ; 23:55:04,278632,24,0.02405019
30.01.2023 ; 23:55:05,278634,19,0.03046753
30.01.2023 ; 23:55:05,278636,21,0.03274336
30.01.2023 ; 23:55:06,278638,17,0.02695321
30.01.2023 ; 23:55:06,278640,21,0.02695321
30.01.2023 ; 23:55:06,278642,21,0.02695321
30.01.2023 ; 23:55:06,278644,21,0.02695321
30.01.2023 ; 23:55:06,278646,21,0.02695321
30.01.2023 ; 23:55:07,278648,16,0.02531353
30.01.2023 ; 23:55:07,278650,20,0.03112738
30.01.2023 ; 23:55:08,278652,23,0.03630691
30.01.2023 ; 23:55:08,278654,21,0.03239057
30.01.2023 ; 23:55:08,278656,21,0.03239057
30.01.2023 ; 23:55:08,278658,21,0.03239057
30.01.2023 ; 23:55:08,278660,21,0.03239057
30.01.2023 ; 23:55:09,278662,19,0.0292368
30.01.2023 ; 23:55:09,278664,21,0.0292368
30.01.2023 ; 23:55:10,278666,24,0.03710962
30.01.2023 ; 23:55:10,278668,18,0.02797109
30.01.2023 ; 23:55:10,278670,18,0.02797109
30.01.2023 ; 23:55:10,278672,18,0.02797109
30.01.2023 ; 23:55:10,278674,18,0.02797109
30.01.2023 ; 23:55:11,278676,23,0.03590572
30.01.2023 ; 23:55:11,278678,18,0.02846435
30.01.2023 ; 23:55:12,278680,27,0.04160646
30.01.2023 ; 23:55:12,278682,25,0.03931955
30.01.2023 ; 23:55:12,278684,25,0.03931955
30.01.2023 ; 23:55:12,278686,25,0.03931955
30.01.2023 ; 23:55:12,278688,25,0.03931955
30.01.2023 ; 23:55:13,278690,20,0.03123865
30.01.2023 ; 23:55:13,278692,22,0.03501176
30.01.2023 ; 23:55:14,278694,23,0.03551838
30.01.2023 ; 23:55:14,278696,22,0.03551838
30.01.2023 ; 23:55:14,278698,22,0.03551838
30.01.2023 ; 23:55:14,278700,22,0.03551838
30.01.2023 ; 23:55:14,278702,22,0.03551838
30.01.2023 ; 23:55:15,278704,17,0.02607169
30.01.2023 ; 23:55:15,278706,22,0.03475055
30.01.2023 ; 23:55:16,278708,16,0.02474778
30.01.2023 ; 23:55:16,278710,23,0.03524173
30.01.2023 ; 23:55:16,278712,23,0.03524173
30.01.2023 ; 23:55:16,278714,23,0.03524173
30.01.2023 ; 23:55:16,278716,23,0.03524173
30.01.2023 ; 23:55:17,278718,18,0.02819338
30.01.2023 ; 23:55:17,278720,21,0.03203453
30.01.2023 ; 23:55:18,278722,28,0.04340611
30.01.2023 ; 23:55:18,278724,22,0.03416642
30.01.2023 ; 23:55:18,278726,22,0.03416642
30.01.2023 ; 23:55:18,278728,22,0.03416642
30.01.2023 ; 23:55:18,278730,22,0.03416642
30.01.2023 ; 23:55:19,278732,20,0.03159808
30.01.2023 ; 23:55:19,278734,14,0.03159808
30.01.2023 ; 23:55:20,278736,23,0.0357736
30.01.2023 ; 23:55:20,278738,22,0.03410621
30.01.2023 ; 23:55:20,278740,22,0.03410621
30.01.2023 ; 23:55:20,278742,22,0.03410621
30.01.2023 ; 23:55:20,278744,22,0.03410621
30.01.2023 ; 23:55:21,278746,25,0.03837239
30.01.2023 ; 23:55:21,278748,18,0.02898485
30.01.2023 ; 23:55:22,278750,21,0.03262555
30.01.2023 ; 23:55:22,278752,17,0.02715675
30.01.2023 ; 23:55:22,278754,17,0.02715675
30.01.2023 ; 23:55:22,278756,17,0.02715675
30.01.2023 ; 23:55:22,278758,17,0.02715675
30.01.2023 ; 23:55:23,278760,11,0.01751356
30.01.2023 ; 23:55:23,278762,25,0.03901256
30.01.2023 ; 23:55:24,278764,24,0.03705586
30.01.2023 ; 23:55:24,278766,19,0.03705586
30.01.2023 ; 23:55:24,278768,19,0.03705586
30.01.2023 ; 23:55:24,278770,19,0.03705586
30.01.2023 ; 23:55:24,278772,19,0.03705586
30.01.2023 ; 23:55:25,278774,21,0.0334083
30.01.2023 ; 23:55:25,278776,13,0.0205087
30.01.2023 ; 23:55:26,278778,15,0.02393103
30.01.2023 ; 23:55:26,278780,24,0.03745814
30.01.2023 ; 23:55:26,278782,24,0.03745814
30.01.2023 ; 23:55:26,278784,24,0.03745814
30.01.2023 ; 23:55:26,278786,24,0.03745814
30.01.2023 ; 23:55:27,278788,19,0.03009301
30.01.2023 ; 23:55:27,278790,21,0.03214406
30.01.2023 ; 23:55:28,278792,24,0.03759978
30.01.2023 ; 23:55:28,278794,21,0.03355359
30.01.2023 ; 23:55:28,278796,21,0.03355359
30.01.2023 ; 23:55:28,278798,21,0.03355359
30.01.2023 ; 23:55:28,278800,21,0.03355359
30.01.2023 ; 23:55:29,278802,22,0.03365397
30.01.2023 ; 23:55:29,278804,20,0.03365397
30.01.2023 ; 23:55:30,278806,19,0.02966857
30.01.2023 ; 23:55:30,278808,23,0.03635026
30.01.2023 ; 23:55:30,278810,23,0.03635026
30.01.2023 ; 23:55:30,278812,23,0.03635026
30.01.2023 ; 23:55:30,278814,23,0.03635026
30.01.2023 ; 23:55:31,278816,17,0.02728222
30.01.2023 ; 23:55:31,278818,24,0.03712647
30.01.2023 ; 23:55:32,278820,15,0.02320001
30.01.2023 ; 23:55:32,278822,21,0.03317726
30.01.2023 ; 23:55:32,278824,21,0.03317726
30.01.2023 ; 23:55:32,278826,21,0.03317726
30.01.2023 ; 23:55:32,278828,21,0.03317726
30.01.2023 ; 23:55:33,278830,24,0.0372046
30.01.2023 ; 23:55:33,278832,18,0.02836858
30.01.2023 ; 23:55:34,278834,22,0.03501428
30.01.2023 ; 23:55:34,278836,21,0.03501428
30.01.2023 ; 23:55:34,278838,21,0.03501428
30.01.2023 ; 23:55:34,278840,21,0.03501428
30.01.2023 ; 23:55:34,278842,21,0.03501428
30.01.2023 ; 23:55:35,278844,19,0.02995139
30.01.2023 ; 23:55:35,278846,17,0.02590361
30.01.2023 ; 23:55:36,278848,26,0.04083823
30.01.2023 ; 23:55:36,278850,21,0.0325258
30.01.2023 ; 23:55:36,278852,21,0.0325258
30.01.2023 ; 23:55:36,278854,21,0.0325258
30.01.2023 ; 23:55:36,278856,21,0.0325258
30.01.2023 ; 23:55:37,278858,22,0.03417128
30.01.2023 ; 23:55:37,278860,22,0.03391713
30.01.2023 ; 23:55:38,278862,19,0.02957007
30.01.2023 ; 23:55:38,278864,21,0.03237682
30.01.2023 ; 23:55:38,278866,21,0.03237682
30.01.2023 ; 23:55:38,278868,21,0.03237682
30.01.2023 ; 23:55:38,278870,21,0.03237682
30.01.2023 ; 23:55:39,278872,18,0.02853752
30.01.2023 ; 23:55:39,278874,16,0.02853752
30.01.2023 ; 23:55:40,278876,21,0.03251925
30.01.2023 ; 23:55:40,278878,24,0.03693584
30.01.2023 ; 23:55:40,278880,24,0.03693584
30.01.2023 ; 23:55:40,278882,24,0.03693584
30.01.2023 ; 23:55:40,278884,24,0.03693584
30.01.2023 ; 23:55:41,278886,18,0.02850377
30.01.2023 ; 23:55:41,278888,23,0.0360335
30.01.2023 ; 23:55:42,278890,17,0.02674196
30.01.2023 ; 23:55:42,278892,21,0.03233424
30.01.2023 ; 23:55:42,278894,21,0.03233424
30.01.2023 ; 23:55:42,278896,21,0.03233424
30.01.2023 ; 23:55:42,278898,21,0.03233424
30.01.2023 ; 23:55:43,278900,24,0.03763556
30.01.2023 ; 23:55:43,278902,20,0.03150453
30.01.2023 ; 23:55:44,278904,21,0.03246156
30.01.2023 ; 23:55:44,278906,20,0.03246156
30.01.2023 ; 23:55:44,278908,20,0.03246156
30.01.2023 ; 23:55:44,278910,20,0.03246156
30.01.2023 ; 23:55:44,278912,20,0.03246156
30.01.2023 ; 23:55:45,278914,21,0.03324342
30.01.2023 ; 23:55:45,278916,15,0.0241534
30.01.2023 ; 23:55:46,278918,14,0.02255973
30.01.2023 ; 23:55:46,278920,14,0.02255973
30.01.2023 ; 23:55:46,278922,14,0.02255973
30.01.2023 ; 23:55:46,278924,14,0.02255973
30.01.2023 ; 23:55:46,278926,14,0.02255973
30.01.2023 ; 23:55:47,278928,15,0.02353263
30.01.2023 ; 23:55:47,278930,19,0.02997657
30.01.2023 ; 23:55:48,278932,18,0.02838775
30.01.2023 ; 23:55:48,278934,22,0.03378516
30.01.2023 ; 23:55:48,278936,22,0.03378516
30.01.2023 ; 23:55:48,278938,22,0.03378516
30.01.2023 ; 23:55:48,278940,22,0.03378516
30.01.2023 ; 23:55:49,278942,14,0.02254009
30.01.2023 ; 23:55:49,278944,17,0.02254009
30.01.2023 ; 23:55:50,278946,20,0.03086456
30.01.2023 ; 23:55:50,278948,21,0.03326274
30.01.2023 ; 23:55:50,278950,21,0.03326274
30.01.2023 ; 23:55:50,278952,21,0.03326274
30.01.2023 ; 23:55:50,278954,21,0.03326274
30.01.2023 ; 23:55:51,278956,23,0.03544383
30.01.2023 ; 23:55:51,278958,20,0.03051065
30.01.2023 ; 23:55:52,278960,15,0.02394958
30.01.2023 ; 23:55:52,278962,18,0.02394958
30.01.2023 ; 23:55:52,278964,18,0.02394958
30.01.2023 ; 23:55:52,278966,18,0.02394958
30.01.2023 ; 23:55:52,278968,18,0.02394958
30.01.2023 ; 23:55:53,278970,23,0.03542472
30.01.2023 ; 23:55:53,278972,21,0.03228959
30.01.2023 ; 23:55:54,278974,26,0.04073762
30.01.2023 ; 23:55:54,278976,21,0.04073762
30.01.2023 ; 23:55:54,278978,21,0.04073762
30.01.2023 ; 23:55:54,278980,21,0.04073762
30.01.2023 ; 23:55:54,278982,21,0.04073762
30.01.2023 ; 23:55:55,278984,19,0.02988355
30.01.2023 ; 23:55:55,278986,19,0.02901484
30.01.2023 ; 23:55:56,278988,26,0.04137043
30.01.2023 ; 23:55:56,278990,18,0.02834127
30.01.2023 ; 23:55:56,278992,18,0.02834127
30.01.2023 ; 23:55:56,278994,18,0.02834127
30.01.2023 ; 23:55:56,278996,18,0.02834127
30.01.2023 ; 23:55:57,278998,23,0.0363345
30.01.2023 ; 23:55:57,279000,15,0.0363345
30.01.2023 ; 23:55:58,279002,18,0.02787417
30.01.2023 ; 23:55:58,279004,16,0.02449324
30.01.2023 ; 23:55:58,279006,16,0.02449324
30.01.2023 ; 23:55:58,279008,16,0.02449324
30.01.2023 ; 23:55:58,279010,16,0.02449324
30.01.2023 ; 23:55:59,279012,24,0.03800368
30.01.2023 ; 23:55:59,279014,26,0.03800368
30.01.2023 ; 23:56:00,279016,17,0.02681798
30.01.2023 ; 23:56:00,279018,18,0.02843776
30.01.2023 ; 23:56:00,279020,18,0.02843776
30.01.2023 ; 23:56:00,279022,18,0.02843776
30.01.2023 ; 23:56:00,279024,18,0.02843776
30.01.2023 ; 23:56:01,279026,25,0.03850466
30.01.2023 ; 23:56:01,279028,25,0.03850466
30.01.2023 ; 23:56:02,279030,23,0.03565033
30.01.2023 ; 23:56:02,279032,18,0.02890298
30.01.2023 ; 23:56:02,279034,18,0.02890298
30.01.2023 ; 23:56:02,279036,18,0.02890298
30.01.2023 ; 23:56:02,279038,18,0.02890298
30.01.2023 ; 23:56:03,279040,16,0.0256135
30.01.2023 ; 23:56:03,279042,21,0.03318748
30.01.2023 ; 23:56:04,279044,22,0.03425778
30.01.2023 ; 23:56:04,279046,21,0.03425778
30.01.2023 ; 23:56:04,279048,21,0.03425778
30.01.2023 ; 23:56:04,279050,21,0.03425778
30.01.2023 ; 23:56:04,279052,21,0.03425778
30.01.2023 ; 23:56:05,279054,19,0.03025741
30.01.2023 ; 23:56:05,279056,22,0.03459127
30.01.2023 ; 23:56:06,279058,23,0.03609306
30.01.2023 ; 23:56:06,279060,21,0.03609306
30.01.2023 ; 23:56:06,279062,21,0.03609306
30.01.2023 ; 23:56:06,279064,21,0.03609306
30.01.2023 ; 23:56:06,279066,21,0.03609306
30.01.2023 ; 23:56:07,279068,23,0.03659955
30.01.2023 ; 23:56:07,279070,19,0.0300498
30.01.2023 ; 23:56:08,279072,11,0.01677988
30.01.2023 ; 23:56:08,279074,19,0.02993423
30.01.2023 ; 23:56:08,279076,19,0.02993423
30.01.2023 ; 23:56:08,279078,19,0.02993423
30.01.2023 ; 23:56:08,279080,19,0.02993423
30.01.2023 ; 23:56:09,279082,24,0.03827339
30.01.2023 ; 23:56:09,279084,18,0.03827339
30.01.2023 ; 23:56:10,279086,24,0.03705823
30.01.2023 ; 23:56:10,279088,20,0.0308139
30.01.2023 ; 23:56:10,279090,20,0.0308139
30.01.2023 ; 23:56:10,279092,20,0.0308139
30.01.2023 ; 23:56:10,279094,20,0.0308139
30.01.2023 ; 23:56:11,279096,23,0.0353638
30.01.2023 ; 23:56:11,279098,18,0.0353638
30.01.2023 ; 23:56:12,279100,17,0.0271759
30.01.2023 ; 23:56:12,279102,25,0.03873912
30.01.2023 ; 23:56:12,279104,25,0.03873912
30.01.2023 ; 23:56:12,279106,25,0.03873912
30.01.2023 ; 23:56:12,279108,25,0.03873912
30.01.2023 ; 23:56:13,279110,25,0.03898798
30.01.2023 ; 23:56:13,279112,19,0.02924979
30.01.2023 ; 23:56:14,279114,18,0.02825659
30.01.2023 ; 23:56:14,279116,20,0.02825659
30.01.2023 ; 23:56:14,279118,20,0.02825659
30.01.2023 ; 23:56:14,279120,20,0.02825659
30.01.2023 ; 23:56:14,279122,20,0.02825659
30.01.2023 ; 23:56:15,279124,20,0.03048823
30.01.2023 ; 23:56:15,279126,25,0.03901314
30.01.2023 ; 23:56:16,279128,20,0.03088483
30.01.2023 ; 23:56:16,279130,19,0.03011833
30.01.2023 ; 23:56:16,279132,19,0.03011833
30.01.2023 ; 23:56:16,279134,19,0.03011833
30.01.2023 ; 23:56:16,279136,19,0.03011833
30.01.2023 ; 23:56:17,279138,24,0.03752038
30.01.2023 ; 23:56:17,279140,25,0.03854534
30.01.2023 ; 23:56:18,279142,22,0.03489468
30.01.2023 ; 23:56:18,279144,21,0.03291283
30.01.2023 ; 23:56:18,279146,21,0.03291283
30.01.2023 ; 23:56:18,279148,21,0.03291283
30.01.2023 ; 23:56:18,279150,21,0.03291283
30.01.2023 ; 23:56:19,279152,19,0.03027904
30.01.2023 ; 23:56:19,279154,17,0.03027904
30.01.2023 ; 23:56:20,279156,19,0.03032107
30.01.2023 ; 23:56:20,279158,19,0.0292331
30.01.2023 ; 23:56:20,279160,19,0.0292331
30.01.2023 ; 23:56:20,279162,19,0.0292331
30.01.2023 ; 23:56:20,279164,19,0.0292331
30.01.2023 ; 23:56:21,279166,20,0.03147364
30.01.2023 ; 23:56:21,279168,19,0.03147364
30.01.2023 ; 23:56:22,279170,23,0.03596792
30.01.2023 ; 23:56:22,279172,22,0.03411934
30.01.2023 ; 23:56:22,279174,22,0.03411934
30.01.2023 ; 23:56:22,279176,22,0.03411934
30.01.2023 ; 23:56:22,279178,22,0.03411934
30.01.2023 ; 23:56:23,279180,17,0.02630575
30.01.2023 ; 23:56:23,279182,20,0.03128577
30.01.2023 ; 23:56:24,279184,20,0.03055899
30.01.2023 ; 23:56:24,279186,23,0.03055899
30.01.2023 ; 23:56:24,279188,23,0.03055899
30.01.2023 ; 23:56:24,279190,23,0.03055899
30.01.2023 ; 23:56:24,279192,23,0.03055899
30.01.2023 ; 23:56:25,279194,23,0.03542358
30.01.2023 ; 23:56:25,279196,27,0.04257648
30.01.2023 ; 23:56:26,279198,16,0.02522477
30.01.2023 ; 23:56:26,279200,25,0.02522477
30.01.2023 ; 23:56:26,279202,25,0.02522477
30.01.2023 ; 23:56:26,279204,25,0.02522477
30.01.2023 ; 23:56:26,279206,25,0.02522477
30.01.2023 ; 23:56:27,279208,15,0.02398925
30.01.2023 ; 23:56:27,279210,22,0.03448958
30.01.2023 ; 23:56:28,279212,19,0.02931865
30.01.2023 ; 23:56:28,279214,25,0.03867503
30.01.2023 ; 23:56:28,279216,25,0.03867503
30.01.2023 ; 23:56:28,279218,25,0.03867503
30.01.2023 ; 23:56:28,279220,25,0.03867503
30.01.2023 ; 23:56:29,279222,22,0.03466915
30.01.2023 ; 23:56:29,279224,18,0.02786658
30.01.2023 ; 23:56:30,279226,26,0.04078653
30.01.2023 ; 23:56:30,279228,15,0.02411376
30.01.2023 ; 23:56:30,279230,15,0.02411376
30.01.2023 ; 23:56:30,279232,15,0.02411376
30.01.2023 ; 23:56:30,279234,15,0.02411376
30.01.2023 ; 23:56:31,279236,21,0.03330095
30.01.2023 ; 23:56:31,279238,22,0.03330095
30.01.2023 ; 23:56:32,279240,20,0.03099074
30.01.2023 ; 23:56:32,279242,20,0.03189282
30.01.2023 ; 23:56:32,279244,20,0.03189282
30.01.2023 ; 23:56:32,279246,20,0.03189282
30.01.2023 ; 23:56:32,279248,20,0.03189282
30.01.2023 ; 23:56:33,279250,20,0.03109883
30.01.2023 ; 23:56:33,279252,24,0.03711085
30.01.2023 ; 23:56:34,279254,21,0.03233789
30.01.2023 ; 23:56:34,279256,18,0.02889462
30.01.2023 ; 23:56:34,279258,18,0.02889462
30.01.2023 ; 23:56:34,279260,18,0.02889462
30.01.2023 ; 23:56:34,279262,18,0.02889462
30.01.2023 ; 23:56:35,279264,19,0.02967539
30.01.2023 ; 23:56:35,279266,24,0.03752322
30.01.2023 ; 23:56:36,279268,17,0.0268891
30.01.2023 ; 23:56:36,279270,21,0.0268891
30.01.2023 ; 23:56:36,279272,21,0.0268891
30.01.2023 ; 23:56:36,279274,21,0.0268891
30.01.2023 ; 23:56:36,279276,21,0.0268891
30.01.2023 ; 23:56:37,279278,18,0.02769407
30.01.2023 ; 23:56:37,279280,23,0.03549077
30.01.2023 ; 23:56:38,279282,13,0.01912374
30.01.2023 ; 23:56:38,279284,13,0.01912374
30.01.2023 ; 23:56:38,279286,13,0.01912374
30.01.2023 ; 23:56:38,279288,13,0.01912374
30.01.2023 ; 23:56:38,279290,13,0.01912374
30.01.2023 ; 23:56:39,279292,22,0.03426725
30.01.2023 ; 23:56:39,279294,21,0.03264312
30.01.2023 ; 23:56:40,279296,20,0.03059799
30.01.2023 ; 23:56:40,279298,22,0.03472775
30.01.2023 ; 23:56:40,279300,22,0.03472775
30.01.2023 ; 23:56:40,279302,22,0.03472775
30.01.2023 ; 23:56:40,279304,22,0.03472775
30.01.2023 ; 23:56:41,279306,21,0.03315599
30.01.2023 ; 23:56:41,279308,22,0.03315599
30.01.2023 ; 23:56:42,279310,19,0.02931585
30.01.2023 ; 23:56:42,279312,18,0.02886576
30.01.2023 ; 23:56:42,279314,18,0.02886576
30.01.2023 ; 23:56:42,279316,18,0.02886576
30.01.2023 ; 23:56:42,279318,18,0.02886576
30.01.2023 ; 23:56:43,279320,22,0.03435631
30.01.2023 ; 23:56:43,279322,18,0.02769207
30.01.2023 ; 23:56:44,279324,23,0.03566602
30.01.2023 ; 23:56:44,279326,16,0.02518242
30.01.2023 ; 23:56:44,279328,16,0.02518242
30.01.2023 ; 23:56:44,279330,16,0.02518242
30.01.2023 ; 23:56:44,279332,16,0.02518242
30.01.2023 ; 23:56:45,279334,21,0.0333162
30.01.2023 ; 23:56:45,279336,21,0.03218833
30.01.2023 ; 23:56:46,279338,19,0.030325
30.01.2023 ; 23:56:46,279340,19,0.03026615
30.01.2023 ; 23:56:46,279342,19,0.03026615
30.01.2023 ; 23:56:46,279344,19,0.03026615
30.01.2023 ; 23:56:46,279346,19,0.03026615
30.01.2023 ; 23:56:47,279348,16,0.02542418
30.01.2023 ; 23:56:47,279350,26,0.04031023
30.01.2023 ; 23:56:48,279352,25,0.03845442
30.01.2023 ; 23:56:48,279354,15,0.02316897
30.01.2023 ; 23:56:48,279356,15,0.02316897
30.01.2023 ; 23:56:48,279358,15,0.02316897
30.01.2023 ; 23:56:48,279360,15,0.02316897
30.01.2023 ; 23:56:49,279362,19,0.02929485
30.01.2023 ; 23:56:49,279364,25,0.03908157
30.01.2023 ; 23:56:50,279366,18,0.02837917
30.01.2023 ; 23:56:50,279368,19,0.0299315
30.01.2023 ; 23:56:50,279370,19,0.0299315
30.01.2023 ; 23:56:50,279372,19,0.0299315
30.01.2023 ; 23:56:50,279374,19,0.0299315
30.01.2023 ; 23:56:51,279376,22,0.03428953
30.01.2023 ; 23:56:51,279378,20,0.03428953
30.01.2023 ; 23:56:52,279380,15,0.02386872
30.01.2023 ; 23:56:52,279382,16,0.02408902
30.01.2023 ; 23:56:52,279384,16,0.02408902
30.01.2023 ; 23:56:52,279386,16,0.02408902
30.01.2023 ; 23:56:52,279388,16,0.02408902
30.01.2023 ; 23:56:53,279390,21,0.03229213
30.01.2023 ; 23:56:53,279392,21,0.03229213
30.01.2023 ; 23:56:54,279394,22,0.03423542
30.01.2023 ; 23:56:54,279396,18,0.02792251
30.01.2023 ; 23:56:54,279398,18,0.02792251
30.01.2023 ; 23:56:54,279400,18,0.02792251
30.01.2023 ; 23:56:54,279402,18,0.02792251
30.01.2023 ; 23:56:55,279404,20,0.03075321
30.01.2023 ; 23:56:55,279406,17,0.02734094
30.01.2023 ; 23:56:56,279408,27,0.04288707
30.01.2023 ; 23:56:56,279410,16,0.04288707
30.01.2023 ; 23:56:56,279412,16,0.04288707
30.01.2023 ; 23:56:56,279414,16,0.04288707
30.01.2023 ; 23:56:56,279416,16,0.04288707
30.01.2023 ; 23:56:57,279418,18,0.02840211
30.01.2023 ; 23:56:57,279420,18,0.02820746
30.01.2023 ; 23:56:58,279422,19,0.02911761
30.01.2023 ; 23:56:58,279424,16,0.02911761
30.01.2023 ; 23:56:58,279426,16,0.02911761
30.01.2023 ; 23:56:58,279428,16,0.02911761
30.01.2023 ; 23:56:58,279430,16,0.02911761
30.01.2023 ; 23:56:59,279432,15,0.02303186
30.01.2023 ; 23:56:59,279434,17,0.0270483
30.01.2023 ; 23:57:00,279436,18,0.02889554
30.01.2023 ; 23:57:00,279438,21,0.03270542
30.01.2023 ; 23:57:00,279440,21,0.03270542
30.01.2023 ; 23:57:00,279442,21,0.03270542
30.01.2023 ; 23:57:00,279444,21,0.03270542
30.01.2023 ; 23:57:01,279446,23,0.03554721
30.01.2023 ; 23:57:01,279448,20,0.03554721
30.01.2023 ; 23:57:02,279450,24,0.03676471
30.01.2023 ; 23:57:02,279452,20,0.03062533
30.01.2023 ; 23:57:02,279454,20,0.03062533
30.01.2023 ; 23:57:02,279456,20,0.03062533
30.01.2023 ; 23:57:02,279458,20,0.03062533
30.01.2023 ; 23:57:03,279460,15,0.02377382
30.01.2023 ; 23:57:03,279462,22,0.02377382
30.01.2023 ; 23:57:04,279464,23,0.03588204
30.01.2023 ; 23:57:04,279466,14,0.02264982
30.01.2023 ; 23:57:04,279468,14,0.02264982
30.01.2023 ; 23:57:04,279470,14,0.02264982
30.01.2023 ; 23:57:04,279472,14,0.02264982
30.01.2023 ; 23:57:05,279474,17,0.02601761
30.01.2023 ; 23:57:05,279476,21,0.03347016
