,Time-s,MFM-sig,MFM-flow
06.02.2023 ; 15:57:52,1998,2315,3.616616
06.02.2023 ; 15:57:54,2000,2310,3.609134
06.02.2023 ; 15:57:56,2002,2309,3.608129
06.02.2023 ; 15:57:58,2004,2311,3.611052
06.02.2023 ; 15:58:00,2006,2314,3.615749
06.02.2023 ; 15:58:02,2008,2312,3.612643
06.02.2023 ; 15:58:04,2010,2311,3.611335
06.02.2023 ; 15:58:06,2012,2309,3.608159
06.02.2023 ; 15:58:08,2014,2311,3.611264
06.02.2023 ; 15:58:10,2016,2313,3.61409
06.02.2023 ; 15:58:12,2018,2312,3.61262
06.02.2023 ; 15:58:14,2020,2307,3.605302
06.02.2023 ; 15:58:16,2022,2304,3.599475
06.02.2023 ; 15:58:18,2024,2313,3.613478
06.02.2023 ; 15:58:20,2026,2312,3.613042
06.02.2023 ; 15:58:22,2028,2306,3.603872
06.02.2023 ; 15:58:24,2030,2310,3.609306
06.02.2023 ; 15:58:26,2032,2309,3.608279
06.02.2023 ; 15:58:28,2034,2307,3.604383
06.02.2023 ; 15:58:30,2036,2307,3.605451
06.02.2023 ; 15:58:32,2038,2530,3.953866
06.02.2023 ; 15:58:34,2040,2380,3.718229
06.02.2023 ; 15:58:36,2042,2328,3.638027
06.02.2023 ; 15:58:38,2044,2316,3.618272
06.02.2023 ; 15:58:40,2046,2313,3.614423
06.02.2023 ; 15:58:42,2048,2293,3.582759
06.02.2023 ; 15:58:44,2050,2299,3.59321
06.02.2023 ; 15:58:46,2052,2322,3.628239
06.02.2023 ; 15:58:48,2054,0,0
06.02.2023 ; 15:58:50,2056,2655,4.148904
06.02.2023 ; 15:58:52,2058,2454,3.833459
06.02.2023 ; 15:58:54,2060,2376,3.713064
06.02.2023 ; 15:58:56,2062,2341,3.658118
06.02.2023 ; 15:58:58,2064,2331,3.640901
06.02.2023 ; 15:59:00,2066,2327,3.635901
06.02.2023 ; 15:59:02,2068,2318,3.621413
06.02.2023 ; 15:59:04,2070,2315,3.616979
06.02.2023 ; 15:59:06,2072,2308,3.606883
06.02.2023 ; 15:59:08,2074,2312,3.613151
06.02.2023 ; 15:59:10,2076,2305,3.601526
06.02.2023 ; 15:59:12,2078,2306,3.602909
06.02.2023 ; 15:59:14,2080,2313,3.613883
06.02.2023 ; 15:59:16,2082,2303,3.597682
06.02.2023 ; 15:59:18,2084,2300,3.593521
06.02.2023 ; 15:59:20,2086,2306,3.602659
06.02.2023 ; 15:59:22,2088,2308,3.605515
06.02.2023 ; 15:59:24,2090,2295,3.585769
06.02.2023 ; 15:59:26,2092,2302,3.597223
06.02.2023 ; 15:59:28,2094,2310,3.609593
06.02.2023 ; 15:59:30,2096,2315,3.617559
06.02.2023 ; 15:59:32,2098,2316,3.61852
06.02.2023 ; 15:59:34,2100,2316,3.618515
06.02.2023 ; 15:59:36,2102,2310,3.609767
06.02.2023 ; 15:59:38,2104,2314,3.616365
06.02.2023 ; 15:59:40,2106,2311,3.610781
06.02.2023 ; 15:59:42,2108,2307,3.605468
06.02.2023 ; 15:59:44,2110,2310,3.609017
06.02.2023 ; 15:59:46,2112,2306,3.602966
06.02.2023 ; 15:59:48,2114,2302,3.595575
06.02.2023 ; 15:59:50,2116,2298,3.591324
06.02.2023 ; 15:59:52,2118,2303,3.598218
06.02.2023 ; 15:59:54,2120,2300,3.593682
06.02.2023 ; 15:59:56,2122,2298,3.590605
06.02.2023 ; 15:59:58,2124,2302,3.596095
06.02.2023 ; 16:00:00,2126,2308,3.606525
06.02.2023 ; 16:00:02,2128,2301,3.594638
06.02.2023 ; 16:00:04,2130,2314,3.615023
06.02.2023 ; 16:00:06,2132,2305,3.602357
06.02.2023 ; 16:00:08,2134,2304,3.600346
06.02.2023 ; 16:00:10,2136,2298,3.591092
06.02.2023 ; 16:00:12,2138,2310,3.610148
06.02.2023 ; 16:00:14,2140,2306,3.603541
06.02.2023 ; 16:00:16,2142,2304,3.599488
06.02.2023 ; 16:00:18,2144,2300,3.593215
06.02.2023 ; 16:00:20,2146,2305,3.602031
06.02.2023 ; 16:00:22,2148,2304,3.600948
06.02.2023 ; 16:00:24,2150,2302,3.596568
06.02.2023 ; 16:00:26,2152,2303,3.598755
06.02.2023 ; 16:00:28,2154,2309,3.608101
06.02.2023 ; 16:00:30,2156,2303,3.598567
06.02.2023 ; 16:00:32,2158,2305,3.601712
06.02.2023 ; 16:00:34,2160,2308,3.606934
06.02.2023 ; 16:00:36,2162,2312,3.612537
06.02.2023 ; 16:00:38,2164,2307,3.603712
06.02.2023 ; 16:00:40,2166,2308,3.6068
06.02.2023 ; 16:00:42,2168,2307,3.604045
06.02.2023 ; 16:00:44,2170,2303,3.598303
06.02.2023 ; 16:00:46,2172,2316,3.619103
06.02.2023 ; 16:00:48,2174,2311,3.610479
06.02.2023 ; 16:00:50,2176,2311,3.610466
06.02.2023 ; 16:00:52,2178,2305,3.601013
06.02.2023 ; 16:00:54,2180,2311,3.610775
06.02.2023 ; 16:00:56,2182,2307,3.604336
06.02.2023 ; 16:00:58,2184,2308,3.605988
06.02.2023 ; 16:01:00,2186,2305,3.600845
06.02.2023 ; 16:01:02,2188,2309,3.607118
06.02.2023 ; 16:01:04,2190,2306,3.602577
06.02.2023 ; 16:01:06,2192,2307,3.604611
06.02.2023 ; 16:01:08,2194,2304,3.59971
06.02.2023 ; 16:01:10,2196,2309,3.608596
06.02.2023 ; 16:01:12,2198,2312,3.611919
06.02.2023 ; 16:01:14,2200,2305,3.60152
06.02.2023 ; 16:01:16,2202,2306,3.603538
06.02.2023 ; 16:01:18,2204,2309,3.607925
06.02.2023 ; 16:01:20,2206,2314,3.615479
06.02.2023 ; 16:01:22,2208,2306,3.603322
06.02.2023 ; 16:01:24,2210,2311,3.610649
06.02.2023 ; 16:01:26,2212,2308,3.605713
06.02.2023 ; 16:01:28,2214,2311,3.610392
06.02.2023 ; 16:01:30,2216,2314,3.615558
06.02.2023 ; 16:01:32,2218,2307,3.604582
06.02.2023 ; 16:01:34,2220,2305,3.601025
06.02.2023 ; 16:01:36,2222,2307,3.6046
06.02.2023 ; 16:01:38,2224,2308,3.606334
06.02.2023 ; 16:01:40,2226,2302,3.597158
06.02.2023 ; 16:01:42,2228,2311,3.610115
06.02.2023 ; 16:01:44,2230,2311,3.610304
06.02.2023 ; 16:01:46,2232,2316,3.619509
06.02.2023 ; 16:01:48,2234,2315,3.617873
06.02.2023 ; 16:01:50,2236,2313,3.613676
06.02.2023 ; 16:01:52,2238,2313,3.613544
06.02.2023 ; 16:01:54,2240,2307,3.605266
06.02.2023 ; 16:01:56,2242,2302,3.596099
06.02.2023 ; 16:01:58,2244,2310,3.609136
06.02.2023 ; 16:02:00,2246,2311,3.611682
06.02.2023 ; 16:02:02,2248,2309,3.607138
06.02.2023 ; 16:02:04,2250,2311,3.611032
06.02.2023 ; 16:02:06,2252,2308,3.606866
06.02.2023 ; 16:02:08,2254,2309,3.607729
06.02.2023 ; 16:02:10,2256,2309,3.608553
06.02.2023 ; 16:02:12,2258,2308,3.606642
06.02.2023 ; 16:02:14,2260,2305,3.601127
06.02.2023 ; 16:02:16,2262,2310,3.609325
06.02.2023 ; 16:02:18,2264,2315,3.617192
06.02.2023 ; 16:02:20,2266,2305,3.601857
06.02.2023 ; 16:02:22,2268,2309,3.607168
06.02.2023 ; 16:02:24,2270,2307,3.604097
06.02.2023 ; 16:02:26,2272,2307,3.604231
06.02.2023 ; 16:02:28,2274,2311,3.610768
06.02.2023 ; 16:02:30,2276,2309,3.607301
06.02.2023 ; 16:02:32,2278,2304,3.599657
06.02.2023 ; 16:02:34,2280,2273,3.552165
06.02.2023 ; 16:02:36,2282,2321,3.626059
06.02.2023 ; 16:02:38,2284,2313,3.614112
06.02.2023 ; 16:02:40,2286,2310,3.60886
06.02.2023 ; 16:02:42,2288,2301,3.595355
06.02.2023 ; 16:02:44,2290,2301,3.595151
06.02.2023 ; 16:02:46,2292,2314,3.615193
06.02.2023 ; 16:02:48,2294,2307,3.60419
06.02.2023 ; 16:02:50,2296,2308,3.606165
06.02.2023 ; 16:02:52,2298,2310,3.609735
06.02.2023 ; 16:02:54,2300,2303,3.597733
06.02.2023 ; 16:02:56,2302,2300,3.594479
06.02.2023 ; 16:02:58,2304,2302,3.596877
06.02.2023 ; 16:03:00,2306,2301,3.595946
06.02.2023 ; 16:03:02,2308,2308,3.605576
06.02.2023 ; 16:03:04,2310,2308,3.607
06.02.2023 ; 16:03:06,2312,2302,3.5972
06.02.2023 ; 16:03:08,2314,2300,3.594161
06.02.2023 ; 16:03:10,2316,2307,3.604439
06.02.2023 ; 16:03:12,2318,2307,3.60475
06.02.2023 ; 16:03:14,2320,2304,3.600312
06.02.2023 ; 16:03:16,2322,2311,3.611264
06.02.2023 ; 16:03:18,2324,2315,3.617684
06.02.2023 ; 16:03:20,2326,2310,3.61
06.02.2023 ; 16:03:22,2328,2308,3.606
06.02.2023 ; 16:03:24,2330,2308,3.605538
06.02.2023 ; 16:03:26,2332,2301,3.595644
06.02.2023 ; 16:03:28,2334,2309,3.607123
06.02.2023 ; 16:03:30,2336,2308,3.606603
06.02.2023 ; 16:03:32,2338,2306,3.603164
06.02.2023 ; 16:03:34,2340,2306,3.60276
06.02.2023 ; 16:03:36,2342,2304,3.599316
06.02.2023 ; 16:03:38,2344,2305,3.601734
06.02.2023 ; 16:03:40,2346,2320,3.624813
06.02.2023 ; 16:03:42,2348,2303,3.598576
06.02.2023 ; 16:03:44,2350,2300,3.594041
06.02.2023 ; 16:03:46,2352,2302,3.596292
06.02.2023 ; 16:03:48,2354,2307,3.604816
06.02.2023 ; 16:03:50,2356,2304,3.599893
06.02.2023 ; 16:03:52,2358,2279,3.56102
06.02.2023 ; 16:03:54,2360,2294,3.584687
06.02.2023 ; 16:03:56,2362,2346,3.666244
06.02.2023 ; 16:03:58,2364,2318,3.621814
06.02.2023 ; 16:04:00,2366,2316,3.619035
06.02.2023 ; 16:04:02,2368,2306,3.603565
06.02.2023 ; 16:04:04,2370,2299,3.59198
06.02.2023 ; 16:04:06,2372,2307,3.605411
06.02.2023 ; 16:04:08,2374,2303,3.598098
06.02.2023 ; 16:04:10,2376,2298,3.591135
06.02.2023 ; 16:04:12,2378,2303,3.598471
06.02.2023 ; 16:04:14,2380,2308,3.60587
06.02.2023 ; 16:04:16,2382,2308,3.606444
06.02.2023 ; 16:04:18,2384,2310,3.610013
06.02.2023 ; 16:04:20,2386,2311,3.610165
06.02.2023 ; 16:04:22,2388,2302,3.596214
06.02.2023 ; 16:04:24,2390,2304,3.60065
06.02.2023 ; 16:04:26,2392,2311,3.610554
06.02.2023 ; 16:04:28,2394,2305,3.601832
06.02.2023 ; 16:04:30,2396,2304,3.600338
06.02.2023 ; 16:04:32,2398,2297,3.588351
06.02.2023 ; 16:04:34,2400,2310,3.608987
06.02.2023 ; 16:04:36,2402,2302,3.597478
06.02.2023 ; 16:04:38,2404,2309,3.607482
06.02.2023 ; 16:04:40,2406,2312,3.613208
06.02.2023 ; 16:04:42,2408,2310,3.609265
06.02.2023 ; 16:04:44,2410,2304,3.600569
06.02.2023 ; 16:04:46,2412,2298,3.590488
06.02.2023 ; 16:04:48,2414,2307,3.605246
06.02.2023 ; 16:04:50,2416,2306,3.603081
06.02.2023 ; 16:04:52,2418,2311,3.611657
06.02.2023 ; 16:04:54,2420,2313,3.614816
06.02.2023 ; 16:04:56,2422,2311,3.611631
06.02.2023 ; 16:04:58,2424,2301,3.595767
06.02.2023 ; 16:05:00,2426,2305,3.601955
06.02.2023 ; 16:05:02,2428,2309,3.607423
06.02.2023 ; 16:05:04,2430,2262,3.534878
06.02.2023 ; 16:05:06,2432,2287,3.572887
06.02.2023 ; 16:05:08,2434,2297,3.589008
06.02.2023 ; 16:05:10,2436,2301,3.59516
06.02.2023 ; 16:05:12,2438,2308,3.606092
06.02.2023 ; 16:05:14,2440,2297,3.589696
06.02.2023 ; 16:05:16,2442,2308,3.606234
06.02.2023 ; 16:05:18,2444,2306,3.602888
06.02.2023 ; 16:05:20,2446,2311,3.610238
06.02.2023 ; 16:05:22,2448,2313,3.613732
06.02.2023 ; 16:05:24,2450,2315,3.616788
06.02.2023 ; 16:05:26,2452,2307,3.604421
06.02.2023 ; 16:05:28,2454,2312,3.612169
06.02.2023 ; 16:05:30,2456,2312,3.612612
06.02.2023 ; 16:05:32,2458,2310,3.609687
06.02.2023 ; 16:05:34,2460,2312,3.61266
06.02.2023 ; 16:05:36,2462,2309,3.607064
06.02.2023 ; 16:05:38,2464,2308,3.606785
06.02.2023 ; 16:05:40,2466,2313,3.61398
06.02.2023 ; 16:05:42,2468,2309,3.60736
06.02.2023 ; 16:05:44,2470,2304,3.600052
06.02.2023 ; 16:05:46,2472,2316,3.618626
06.02.2023 ; 16:05:48,2474,2302,3.597636
06.02.2023 ; 16:05:50,2476,2302,3.59637
06.02.2023 ; 16:05:52,2478,2301,3.595432
06.02.2023 ; 16:05:54,2480,2298,3.591322
06.02.2023 ; 16:05:56,2482,2300,3.593825
06.02.2023 ; 16:05:58,2484,2294,3.584765
06.02.2023 ; 16:06:00,2486,2296,3.587138
06.02.2023 ; 16:06:02,2488,2301,3.595607
06.02.2023 ; 16:06:04,2490,2288,3.57525
06.02.2023 ; 16:06:06,2492,2300,3.593176
06.02.2023 ; 16:06:08,2494,2299,3.591463
06.02.2023 ; 16:06:10,2496,2307,3.604093
06.02.2023 ; 16:06:12,2498,2301,3.595428
06.02.2023 ; 16:06:14,2500,2305,3.601885
06.02.2023 ; 16:06:16,2502,2298,3.590097
06.02.2023 ; 16:06:18,2504,2301,3.595968
06.02.2023 ; 16:06:20,2506,2304,3.600728
06.02.2023 ; 16:06:22,2508,2303,3.598525
06.02.2023 ; 16:06:24,2510,2310,3.609667
06.02.2023 ; 16:06:26,2512,2304,3.599827
06.02.2023 ; 16:06:28,2514,2312,3.612354
06.02.2023 ; 16:06:30,2516,2287,3.573895
06.02.2023 ; 16:06:32,2518,2295,3.58637
06.02.2023 ; 16:06:34,2520,2303,3.597725
06.02.2023 ; 16:06:36,2522,2301,3.594805
06.02.2023 ; 16:06:38,2524,2304,3.599326
06.02.2023 ; 16:06:40,2526,2303,3.598675
06.02.2023 ; 16:06:42,2528,2303,3.597811
06.02.2023 ; 16:06:44,2530,2309,3.607489
06.02.2023 ; 16:06:46,2532,2308,3.605839
06.02.2023 ; 16:06:48,2534,2302,3.59721
06.02.2023 ; 16:06:50,2536,2298,3.591334
06.02.2023 ; 16:06:52,2538,2302,3.597178
06.02.2023 ; 16:06:54,2540,2293,3.582466
06.02.2023 ; 16:06:56,2542,2310,3.608533
06.02.2023 ; 16:06:58,2544,2303,3.597964
06.02.2023 ; 16:07:00,2546,2301,3.595996
06.02.2023 ; 16:07:02,2548,2297,3.589277
06.02.2023 ; 16:07:04,2550,2298,3.591221
06.02.2023 ; 16:07:06,2552,2300,3.593875
06.02.2023 ; 16:07:08,2554,2300,3.593451
06.02.2023 ; 16:07:10,2556,2307,3.604189
06.02.2023 ; 16:07:12,2558,2313,3.613677
06.02.2023 ; 16:07:14,2560,2308,3.606185
06.02.2023 ; 16:07:16,2562,2306,3.60331
06.02.2023 ; 16:07:18,2564,2311,3.61096
06.02.2023 ; 16:07:20,2566,2318,3.621922
06.02.2023 ; 16:07:22,2568,2308,3.606471
06.02.2023 ; 16:07:24,2570,2310,3.608762
06.02.2023 ; 16:07:26,2572,2306,3.603041
06.02.2023 ; 16:07:28,2574,2310,3.6098
06.02.2023 ; 16:07:30,2576,2305,3.601632
06.02.2023 ; 16:07:32,2578,2310,3.609813
06.02.2023 ; 16:07:34,2580,2307,3.604377
06.02.2023 ; 16:07:36,2582,2309,3.607641
06.02.2023 ; 16:07:38,2584,2311,3.610476
06.02.2023 ; 16:07:40,2586,2304,3.600166
06.02.2023 ; 16:07:42,2588,2306,3.602488
06.02.2023 ; 16:07:44,2590,2308,3.606075
06.02.2023 ; 16:07:46,2592,2312,3.61232
06.02.2023 ; 16:07:48,2594,2303,3.598647
06.02.2023 ; 16:07:50,2596,2304,3.599716
06.02.2023 ; 16:07:52,2598,2296,3.588089
06.02.2023 ; 16:07:54,2600,2300,3.593875
06.02.2023 ; 16:07:56,2602,2307,3.605333
06.02.2023 ; 16:07:58,2604,2305,3.602215
06.02.2023 ; 16:08:00,2606,2306,3.603086
06.02.2023 ; 16:08:02,2608,2299,3.591842
06.02.2023 ; 16:08:04,2610,2309,3.607055
06.02.2023 ; 16:08:06,2612,2305,3.602009
06.02.2023 ; 16:08:08,2614,2307,3.603701
06.02.2023 ; 16:08:10,2616,2301,3.595447
06.02.2023 ; 16:08:12,2618,2306,3.603562
06.02.2023 ; 16:08:14,2620,2308,3.606229
06.02.2023 ; 16:08:16,2622,2302,3.5968
06.02.2023 ; 16:08:18,2624,2300,3.59328
06.02.2023 ; 16:08:20,2626,2302,3.596836
06.02.2023 ; 16:08:22,2628,2306,3.603352
06.02.2023 ; 16:08:24,2630,2309,3.607178
06.02.2023 ; 16:08:26,2632,2301,3.595527
06.02.2023 ; 16:08:28,2634,2306,3.602921
06.02.2023 ; 16:08:30,2636,2310,3.609825
06.02.2023 ; 16:08:32,2638,2305,3.601316
06.02.2023 ; 16:08:34,2640,2308,3.606037
06.02.2023 ; 16:08:36,2642,2305,3.60084
06.02.2023 ; 16:08:38,2644,2306,3.603307
06.02.2023 ; 16:08:40,2646,2313,3.613709
06.02.2023 ; 16:08:42,2648,2307,3.604149
06.02.2023 ; 16:08:44,2650,2306,3.602682
06.02.2023 ; 16:08:46,2652,2310,3.609027
06.02.2023 ; 16:08:48,2654,2314,3.615074
06.02.2023 ; 16:08:50,2656,2309,3.607861
06.02.2023 ; 16:08:52,2658,2302,3.597324
06.02.2023 ; 16:08:54,2660,2307,3.60482
06.02.2023 ; 16:08:56,2662,2307,3.605406
06.02.2023 ; 16:08:58,2664,2309,3.608525
06.02.2023 ; 16:09:00,2666,2304,3.600495
06.02.2023 ; 16:09:02,2668,2305,3.601532
06.02.2023 ; 16:09:04,2670,2307,3.604332
06.02.2023 ; 16:09:06,2672,2304,3.600166
06.02.2023 ; 16:09:08,2674,2309,3.607579
06.02.2023 ; 16:09:10,2676,2311,3.610928
06.02.2023 ; 16:09:12,2678,2311,3.610585
06.02.2023 ; 16:09:14,2680,2308,3.606516
06.02.2023 ; 16:09:16,2682,2309,3.608082
06.02.2023 ; 16:09:18,2684,2311,3.611582
06.02.2023 ; 16:09:20,2686,2303,3.598469
06.02.2023 ; 16:09:22,2688,2305,3.601444
06.02.2023 ; 16:09:24,2690,2302,3.59703
06.02.2023 ; 16:09:26,2692,2306,3.60382
06.02.2023 ; 16:09:28,2694,2303,3.59885
06.02.2023 ; 16:09:30,2696,2300,3.59407
06.02.2023 ; 16:09:32,2698,2302,3.596668
06.02.2023 ; 16:09:34,2700,2308,3.605912
06.02.2023 ; 16:09:36,2702,2310,3.609488
06.02.2023 ; 16:09:38,2704,2307,3.604544
06.02.2023 ; 16:09:40,2706,2305,3.601721
06.02.2023 ; 16:09:42,2708,2297,3.588594
06.02.2023 ; 16:09:44,2710,2303,3.598418
06.02.2023 ; 16:09:46,2712,2310,3.609035
06.02.2023 ; 16:09:48,2714,2309,3.608436
06.02.2023 ; 16:09:50,2716,2306,3.602499
06.02.2023 ; 16:09:52,2718,2312,3.612127
06.02.2023 ; 16:09:54,2720,2289,3.57608
06.02.2023 ; 16:09:56,2722,2299,3.592035
06.02.2023 ; 16:09:58,2724,2311,3.610957
06.02.2023 ; 16:10:00,2726,2309,3.608184
06.02.2023 ; 16:10:02,2728,2304,3.60045
06.02.2023 ; 16:10:04,2730,2306,3.602534
06.02.2023 ; 16:10:06,2732,2303,3.598145
06.02.2023 ; 16:10:08,2734,2304,3.599411
06.02.2023 ; 16:10:10,2736,2304,3.600506
06.02.2023 ; 16:10:12,2738,2302,3.597065
06.02.2023 ; 16:10:14,2740,2301,3.595807
06.02.2023 ; 16:10:16,2742,2306,3.603068
06.02.2023 ; 16:10:18,2744,2299,3.592514
06.02.2023 ; 16:10:20,2746,2303,3.598605
06.02.2023 ; 16:10:22,2748,2301,3.596042
06.02.2023 ; 16:10:24,2750,2307,3.604088
06.02.2023 ; 16:10:26,2752,2304,3.600415
06.02.2023 ; 16:10:28,2754,2306,3.603427
06.02.2023 ; 16:10:30,2756,2300,3.593651
06.02.2023 ; 16:10:32,2758,2306,3.602847
06.02.2023 ; 16:10:34,2760,2303,3.59794
06.02.2023 ; 16:10:36,2762,2305,3.601638
06.02.2023 ; 16:10:38,2764,2305,3.601804
06.02.2023 ; 16:10:40,2766,2302,3.596293
06.02.2023 ; 16:10:42,2768,2298,3.589996
06.02.2023 ; 16:10:44,2770,2300,3.593147
06.02.2023 ; 16:10:46,2772,2305,3.601192
06.02.2023 ; 16:10:48,2774,2306,3.60305
06.02.2023 ; 16:10:50,2776,2302,3.597261
06.02.2023 ; 16:10:52,2778,2304,3.599652
06.02.2023 ; 16:10:54,2780,2307,3.605148
06.02.2023 ; 16:10:56,2782,2305,3.601584
06.02.2023 ; 16:10:58,2784,2305,3.601725
06.02.2023 ; 16:11:00,2786,2307,3.604659
06.02.2023 ; 16:11:02,2788,2296,3.587241
06.02.2023 ; 16:11:04,2790,2309,3.607278
06.02.2023 ; 16:11:06,2792,2302,3.59728
06.02.2023 ; 16:11:08,2794,2306,3.602783
06.02.2023 ; 16:11:10,2796,2305,3.602272
06.02.2023 ; 16:11:12,2798,2305,3.601538
06.02.2023 ; 16:11:14,2800,2305,3.601418
06.02.2023 ; 16:11:16,2802,2302,3.596273
06.02.2023 ; 16:11:18,2804,2308,3.606569
06.02.2023 ; 16:11:20,2806,2307,3.604248
06.02.2023 ; 16:11:22,2808,2308,3.60657
06.02.2023 ; 16:11:24,2810,2307,3.605164
06.02.2023 ; 16:11:26,2812,2299,3.591627
06.02.2023 ; 16:11:28,2814,2300,3.59313
06.02.2023 ; 16:11:30,2816,2302,3.597229
06.02.2023 ; 16:11:32,2818,2312,3.611999
06.02.2023 ; 16:11:34,2820,2308,3.60557
06.02.2023 ; 16:11:36,2822,2315,3.6177
06.02.2023 ; 16:11:38,2824,2309,3.607814
06.02.2023 ; 16:11:40,2826,2298,3.590815
06.02.2023 ; 16:11:42,2828,2304,3.600032
06.02.2023 ; 16:11:44,2830,2307,3.604522
06.02.2023 ; 16:11:46,2832,2304,3.600282
06.02.2023 ; 16:11:48,2834,2304,3.600123
06.02.2023 ; 16:11:50,2836,2307,3.604762
06.02.2023 ; 16:11:52,2838,2307,3.604462
06.02.2023 ; 16:11:54,2840,2302,3.597057
06.02.2023 ; 16:11:56,2842,2309,3.607566
06.02.2023 ; 16:11:58,2844,2308,3.606082
06.02.2023 ; 16:12:00,2846,2301,3.595382
06.02.2023 ; 16:12:02,2848,2300,3.593583
06.02.2023 ; 16:12:04,2850,2308,3.60675
06.02.2023 ; 16:12:06,2852,2303,3.599071
06.02.2023 ; 16:12:08,2854,2300,3.593801
06.02.2023 ; 16:12:10,2856,2303,3.597891
06.02.2023 ; 16:12:12,2858,2306,3.603755
06.02.2023 ; 16:12:14,2860,2305,3.60233
06.02.2023 ; 16:12:16,2862,2304,3.600056
06.02.2023 ; 16:12:18,2864,2305,3.601027
06.02.2023 ; 16:12:20,2866,2304,3.599889
06.02.2023 ; 16:12:22,2868,2303,3.598165
06.02.2023 ; 16:12:24,2870,2317,3.620551
06.02.2023 ; 16:12:26,2872,2306,3.603023
06.02.2023 ; 16:12:28,2874,2298,3.59028
06.02.2023 ; 16:12:30,2876,2303,3.59772
06.02.2023 ; 16:12:32,2878,2303,3.598961
06.02.2023 ; 16:12:34,2880,2301,3.594946
06.02.2023 ; 16:12:36,2882,2300,3.593697
06.02.2023 ; 16:12:38,2884,2299,3.591138
06.02.2023 ; 16:12:40,2886,2303,3.598409
06.02.2023 ; 16:12:42,2888,2296,3.587103
06.02.2023 ; 16:12:44,2890,2301,3.595918
06.02.2023 ; 16:12:46,2892,2283,3.567545
06.02.2023 ; 16:12:48,2894,2290,3.57763
06.02.2023 ; 16:12:50,2896,2299,3.591453
06.02.2023 ; 16:12:52,2898,2307,3.60406
06.02.2023 ; 16:12:54,2900,2327,3.635739
06.02.2023 ; 16:12:56,2902,2309,3.608187
06.02.2023 ; 16:12:58,2904,2308,3.605525
06.02.2023 ; 16:13:00,2906,2309,3.607252
06.02.2023 ; 16:13:02,2908,2306,3.602781
06.02.2023 ; 16:13:04,2910,2308,3.606126
06.02.2023 ; 16:13:06,2912,2295,3.585829
06.02.2023 ; 16:13:08,2914,2301,3.595544
06.02.2023 ; 16:13:10,2916,2317,3.619743
06.02.2023 ; 16:13:12,2918,2303,3.598854
06.02.2023 ; 16:13:14,2920,2298,3.590702
06.02.2023 ; 16:13:16,2922,2285,3.569973
06.02.2023 ; 16:13:18,2924,2317,3.619678
06.02.2023 ; 16:13:20,2926,2318,3.62119
06.02.2023 ; 16:13:22,2928,2310,3.60956
06.02.2023 ; 16:13:24,2930,2313,3.613891
06.02.2023 ; 16:13:26,2932,2309,3.60769
06.02.2023 ; 16:13:28,2934,2304,3.599818
06.02.2023 ; 16:13:30,2936,2303,3.598649
06.02.2023 ; 16:13:32,2938,2282,3.565435
06.02.2023 ; 16:13:34,2940,2297,3.589715
06.02.2023 ; 16:13:36,2942,2301,3.595101
06.02.2023 ; 16:13:38,2944,2300,3.593489
06.02.2023 ; 16:13:40,2946,2304,3.600325
06.02.2023 ; 16:13:42,2948,2307,3.604013
06.02.2023 ; 16:13:44,2950,2313,3.614681
06.02.2023 ; 16:13:46,2952,2317,3.620835
06.02.2023 ; 16:13:48,2954,2317,3.621011
06.02.2023 ; 16:13:50,2956,2314,3.615214
06.02.2023 ; 16:13:52,2958,2317,3.620946
06.02.2023 ; 16:13:54,2960,2317,3.620939
06.02.2023 ; 16:13:56,2962,2319,3.623062
06.02.2023 ; 16:13:58,2964,2314,3.615198
06.02.2023 ; 16:14:00,2966,2315,3.617629
06.02.2023 ; 16:14:02,2968,2307,3.605381
06.02.2023 ; 16:14:04,2970,2310,3.609337
06.02.2023 ; 16:14:06,2972,2315,3.616488
06.02.2023 ; 16:14:08,2974,2317,3.620401
06.02.2023 ; 16:14:10,2976,2316,3.618179
06.02.2023 ; 16:14:12,2978,2309,3.607764
06.02.2023 ; 16:14:14,2980,2319,3.623736
06.02.2023 ; 16:14:16,2982,2315,3.617453
06.02.2023 ; 16:14:18,2984,2311,3.61109
06.02.2023 ; 16:14:20,2986,2314,3.614923
06.02.2023 ; 16:14:22,2988,2318,3.62205
06.02.2023 ; 16:14:24,2990,2309,3.608427
06.02.2023 ; 16:14:26,2992,2309,3.607578
06.02.2023 ; 16:14:28,2994,2313,3.61381
06.02.2023 ; 16:14:30,2996,2317,3.619962
06.02.2023 ; 16:14:32,2998,2313,3.613671
06.02.2023 ; 16:14:34,3000,2317,3.620567
06.02.2023 ; 16:14:36,3002,2320,3.624782
06.02.2023 ; 16:14:38,3004,2313,3.614289
06.02.2023 ; 16:14:40,3006,2317,3.620539
06.02.2023 ; 16:14:42,3008,2315,3.616476
06.02.2023 ; 16:14:44,3010,2314,3.615583
06.02.2023 ; 16:14:46,3012,2313,3.614225
06.02.2023 ; 16:14:48,3014,2318,3.62176
06.02.2023 ; 16:14:50,3016,2309,3.607168
06.02.2023 ; 16:14:52,3018,2309,3.608344
06.02.2023 ; 16:14:54,3020,2307,3.604533
06.02.2023 ; 16:14:56,3022,2311,3.611687
06.02.2023 ; 16:14:58,3024,2304,3.600721
06.02.2023 ; 16:15:00,3026,2306,3.603544
06.02.2023 ; 16:15:02,3028,2309,3.607951
06.02.2023 ; 16:15:04,3030,2311,3.61029
06.02.2023 ; 16:15:06,3032,2308,3.605801
